adm0_name,t,y_actual,lb_y_actual,ub_y_actual,y_counter,lb_counter,ub_counter,m_y_actual,m_y_counter,day_avg
"ITA",06apr2020,.0784062,.0620644,.0947481,.3828499,.2454808,.5202191,,,
"ITA",14mar2020,.2057055,.1865725,.2248385,.3913318,.2539626,.5287009,,,
"ITA",15mar2020,.2388345,.2197015,.2579674,.4244607,.2870915,.5618299,,,
"ITA",18mar2020,.2091575,.1900245,.2282904,.3947837,.2574145,.5321528,,,
"ITA",19mar2020,.2247672,.2056342,.2439001,.4103934,.2730242,.5477626,,,
"ITA",20mar2020,.2186406,.1995076,.2377736,.4042668,.2668977,.541636,,,
"ITA",21mar2020,.2057055,.1865725,.2248385,.3913318,.2539626,.5287009,,,
"ITA",22mar2020,.120017,.1036751,.1363588,.4244607,.2870915,.5618299,,,
"ITA",23mar2020,.0779998,.0616579,.0943417,.3824435,.2450743,.5198126,,,
"ITA",24mar2020,.0831251,.0667833,.099467,.3875688,.2501996,.524938,,,
"ITA",25mar2020,.09034,.0739981,.1066819,.3947837,.2574145,.5321528,,,
"ITA",26mar2020,.1059497,.0896078,.1222916,.4103934,.2730242,.5477626,,,
"ITA",27mar2020,.0998232,.0834813,.116165,.4042668,.2668977,.541636,,,
"ITA",28mar2020,.0868881,.0705462,.1032299,.3913318,.2539626,.5287009,,,
"ITA",29mar2020,.120017,.1036751,.1363588,.4244607,.2870915,.5618299,,,
"ITA",30mar2020,.0779998,.0616579,.0943417,.3824435,.2450743,.5198126,,,
"ITA",31mar2020,.0831251,.0667833,.099467,.3875688,.2501996,.524938,,,
"ITA",01apr2020,.09034,.0739981,.1066819,.3947837,.2574145,.5321528,,,
"ITA",02apr2020,.1059497,.0896078,.1222916,.4103934,.2730242,.5477626,,,
"ITA",03apr2020,.0998232,.0834813,.116165,.4042668,.2668977,.541636,,,
"ITA",04apr2020,.0868881,.0705462,.1032299,.3913318,.2539626,.5287009,,,
"ITA",05apr2020,.120017,.1036751,.1363588,.4244607,.2870915,.5618299,,,
"ITA",06apr2020,.0779998,.0616579,.0943417,.3824435,.2450743,.5198126,,,
"ITA",08mar2020,.3123896,.2593828,.3653964,.3971149,.2597457,.5344841,,,
"ITA",09mar2020,.2703724,.2173656,.3233792,.3550977,.2177285,.4924669,,,
"ITA",10mar2020,.2015997,.1639094,.23929,.360223,.2228539,.4975922,,,
"ITA",11mar2020,.1818117,.1626787,.2009446,.3674379,.2300687,.5048071,,,
"ITA",12mar2020,.1974214,.1782884,.2165543,.3830476,.2456784,.5204168,,,
"ITA",13mar2020,.1912948,.1721618,.2104278,.3769211,.2395519,.5142902,,,
"ITA",14mar2020,.1783597,.1592268,.1974927,.363986,.2266168,.5013551,,,
"ITA",15mar2020,.2114887,.1923557,.2306216,.3971149,.2597457,.5344841,,,
"ITA",16mar2020,.1694715,.1503385,.1886044,.3550977,.2177285,.4924669,,,
"ITA",17mar2020,.1745968,.1554638,.1937298,.360223,.2228539,.4975922,,,
"ITA",18mar2020,.1818117,.1626787,.2009446,.3674379,.2300687,.5048071,,,
"ITA",19mar2020,.1974214,.1782884,.2165543,.3830476,.2456784,.5204168,,,
"ITA",20mar2020,.1912948,.1721618,.2104278,.3769211,.2395519,.5142902,,,
"ITA",21mar2020,.1783597,.1592268,.1974927,.363986,.2266168,.5013551,,,
"ITA",22mar2020,.0926712,.0763293,.1090131,.3971149,.2597457,.5344841,,,
"ITA",23mar2020,.050654,.0343121,.0669959,.3550977,.2177285,.4924669,,,
"ITA",24mar2020,.0557793,.0394375,.0721212,.360223,.2228539,.4975922,,,
"ITA",25mar2020,.0629942,.0466523,.0793361,.3674379,.2300687,.5048071,,,
"ITA",26mar2020,.0786039,.062262,.0949458,.3830476,.2456784,.5204168,,,
"ITA",27mar2020,.0724774,.0561355,.0888192,.3769211,.2395519,.5142902,,,
"ITA",28mar2020,.0595423,.0432004,.0758841,.363986,.2266168,.5013551,,,
"ITA",29mar2020,.0926712,.0763293,.1090131,.3971149,.2597457,.5344841,,,
"ITA",30mar2020,.050654,.0343121,.0669959,.3550977,.2177285,.4924669,,,
"ITA",31mar2020,.0557793,.0394375,.0721212,.360223,.2228539,.4975922,,,
"ITA",01apr2020,.0629942,.0466523,.0793361,.3674379,.2300687,.5048071,,,
"ITA",02apr2020,.0786039,.062262,.0949458,.3830476,.2456784,.5204168,,,
"ITA",03apr2020,.0724774,.0561355,.0888192,.3769211,.2395519,.5142902,,,
"ITA",04apr2020,.0595423,.0432004,.0758841,.363986,.2266168,.5013551,,,
"ITA",05apr2020,.0926712,.0763293,.1090131,.3971149,.2597457,.5344841,,,
"ITA",06apr2020,.050654,.0343121,.0669959,.3550977,.2177285,.4924669,,,
"ITA",22mar2020,.1673878,.151046,.1837297,.4718315,.3344624,.6092007,,,
"ITA",23mar2020,.1253707,.1090288,.1417125,.4298143,.2924452,.5671835,,,
"ITA",24mar2020,.130496,.1141541,.1468378,.4349397,.2975705,.5723088,,,
"ITA",25mar2020,.1377108,.121369,.1540527,.4421545,.3047854,.5795237,,,
"ITA",26mar2020,.1533206,.1369787,.1696624,.4577642,.3203951,.5951334,,,
"ITA",27mar2020,.147194,.1308521,.1635359,.4516377,.3142685,.5890068,,,
"ITA",28mar2020,.1342589,.117917,.1506008,.4387026,.3013334,.5760717,,,
"ITA",29mar2020,.1673878,.151046,.1837297,.4718315,.3344624,.6092007,,,
"ITA",30mar2020,.1253707,.1090288,.1417125,.4298143,.2924452,.5671835,,,
"ITA",31mar2020,.130496,.1141541,.1468378,.4349397,.2975705,.5723088,,,
"ITA",01apr2020,.1377108,.121369,.1540527,.4421545,.3047854,.5795237,,,
"ITA",02apr2020,.1533206,.1369787,.1696624,.4577642,.3203951,.5951334,,,
"ITA",03apr2020,.147194,.1308521,.1635359,.4516377,.3142685,.5890068,,,
