t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
12mar2020,,.2996765,.2385835,.3607695,,.5289211,.3992739,.6585683
13mar2020,,.1636949,0,.3273959,,.5426913,.2583771,.8270054
14mar2020,,.1278727,.0851441,.1706013,,.506869,.3772219,.6365162
15mar2020,,.1100916,.067363,.1528202,,.4890879,.3594407,.6187351
16mar2020,,.1270067,.0842781,.1697352,,.506003,.3763558,.6356502
17mar2020,,.110141,.0674124,.1528696,,.4891373,.3594901,.6187845
18mar2020,,.0865654,.0438368,.1292939,,.4655617,.3359145,.5952089
19mar2020,,.1499247,.1071962,.1926533,,.5289211,.3992739,.6585683
20mar2020,,.2433095,.2005809,.2860381,,.6223058,.4926586,.751953
21mar2020,,.1278727,.0851441,.1706013,,.506869,.3772219,.6365162
22mar2020,,.1100916,.067363,.1528202,,.4890879,.3594407,.6187351
05mar2020,,.26234,.201247,.323433,,.4915846,.3619374,.6212318
06mar2020,,.3557247,.2946317,.4168177,,.5849693,.4553221,.7146165
07mar2020,,.2402879,.1791949,.3013809,,.4695325,.3398854,.5991797
08mar2020,,.2225068,.1614138,.2835998,,.4517514,.3221042,.5813986
09mar2020,,.2394219,.1783289,.3005149,,.4686665,.3390193,.5983137
10mar2020,,.2225562,.1614632,.2836492,,.4518008,.3221536,.581448
11mar2020,,.1989806,.1378876,.2600736,,.4282252,.298578,.5578724
12mar2020,,.26234,.201247,.323433,,.4915846,.3619374,.6212318
13mar2020,,.1263584,0,.2900594,,.5053548,.2210406,.789669
14mar2020,,.0905362,.0478076,.1332648,,.4695325,.3398854,.5991797
15mar2020,,.0727551,.0300265,.1154836,,.4517514,.3221042,.5813986
16mar2020,,.0896702,.0469416,.1323987,,.4686665,.3390193,.5983137
17mar2020,,.0728045,.0300759,.1155331,,.4518008,.3221536,.581448
18mar2020,,.0492289,.0065003,.0919574,,.4282252,.298578,.5578724
19mar2020,,.1125882,.0698597,.1553168,,.4915846,.3619374,.6212318
20mar2020,,.205973,.1632444,.2487016,,.5849693,.4553221,.7146165
21mar2020,,.0905362,.0478076,.1332648,,.4695325,.3398854,.5991797
22mar2020,,.0727551,.0300265,.1154836,,.4517514,.3221042,.5813986
05mar2020,,.2812639,.2201709,.3423568,,.5105085,.3808613,.6401557
06mar2020,,.3746486,.3135556,.4357416,,.6038932,.4742461,.7335404
07mar2020,,.2592118,.1981188,.3203048,,.4884564,.3588092,.6181036
08mar2020,,.2414307,.1803377,.3025237,,.4706753,.3410281,.6003225
09mar2020,,.2583458,.1972528,.3194388,,.4875904,.3579432,.6172376
10mar2020,,.2414801,.1803871,.3025731,,.4707247,.3410775,.6003719
11mar2020,,.2179045,.1568115,.2789975,,.4471491,.3175019,.5767963
12mar2020,,.2812639,.2201709,.3423568,,.5105085,.3808613,.6401557
13mar2020,,.1452823,0,.3089833,,.5242787,.2399645,.8085929
14mar2020,,.1094601,.0667315,.1521887,,.4884564,.3588092,.6181036
15mar2020,,.091679,.0489504,.1344076,,.4706753,.3410281,.6003225
16mar2020,,.1085941,.0658655,.1513226,,.4875904,.3579432,.6172376
17mar2020,,.0917284,.0489998,.1344569,,.4707247,.3410775,.6003719
18mar2020,,.0681528,.0254242,.1108813,,.4471491,.3175019,.5767963
19mar2020,,.1315121,.0887836,.1742407,,.5105085,.3808613,.6401557
20mar2020,,.2248969,.1821683,.2676255,,.6038932,.4742461,.7335404
21mar2020,,.1094601,.0667315,.1521887,,.4884564,.3588092,.6181036
22mar2020,,.091679,.0489504,.1344076,,.4706753,.3410281,.6003225
01mar2020,,.4833238,.4327211,.5339265,,.450395,.3207479,.5800422
05mar2020,,.2609836,.1998906,.3220765,,.4902282,.360581,.6198754
06mar2020,,.3543683,.2932753,.4154613,,.5836129,.4539658,.7132601
07mar2020,,.2389315,.1778385,.3000245,,.4681761,.3385289,.5978233
08mar2020,,.2211504,.1600574,.2822434,,.450395,.3207479,.5800422
09mar2020,,.2380655,.1769725,.2991585,,.4673101,.3376629,.5969573
10mar2020,,.2211998,.1601068,.2822928,,.4504444,.3207972,.5800916
11mar2020,,.1976242,.1365312,.2587172,,.4268688,.2972216,.556516
12mar2020,,.2609836,.1998906,.3220765,,.4902282,.360581,.6198754
13mar2020,,.125002,0,.288703,,.5039984,.2196842,.7883126
14mar2020,,.0891798,.0464512,.1319084,,.4681761,.3385289,.5978233
15mar2020,,.0713987,.0286701,.1141272,,.450395,.3207479,.5800422
16mar2020,,.0883138,.0455852,.1310423,,.4673101,.3376629,.5969573
17mar2020,,.0714481,.0287195,.1141766,,.4504444,.3207972,.5800916
18mar2020,,.0478725,.0051439,.090601,,.4268688,.2972216,.556516
19mar2020,,.1112318,.0685033,.1539604,,.4902282,.360581,.6198754
20mar2020,,.2046166,.161888,.2473451,,.5836129,.4539658,.7132601
