gamma,policy,sample,sigma,S_min,coefficient,coefficient_true,LHS,pop
0.05000,Intercept,90,inf,0.99982,0.33436,0.40000,I,100000000
0.05000,Intercept,91,0.20000,0.99995,0.29613,0.40000,I,100000000
0.05000,Intercept,91,0.33000,0.99991,0.32542,0.40000,I,100000000
0.05000,Intercept,91,0.50000,0.99995,0.34389,0.40000,I,100000000
0.05000,Intercept,91,inf,0.99991,0.39012,0.40000,I,100000000
0.05000,Intercept,92,0.20000,0.99996,0.40342,0.40000,I,100000000
0.05000,Intercept,92,0.33000,0.99994,0.37264,0.40000,I,100000000
0.05000,Intercept,92,0.50000,0.99993,0.43396,0.40000,I,100000000
0.05000,Intercept,92,inf,0.99993,0.41246,0.40000,I,100000000
0.05000,Intercept,93,0.20000,0.99998,0.39980,0.40000,I,100000000
0.05000,Intercept,93,0.33000,0.99999,0.44443,0.40000,I,100000000
0.05000,Intercept,93,0.50000,0.99998,0.40665,0.40000,I,100000000
0.05000,Intercept,93,inf,0.99997,0.36549,0.40000,I,100000000
0.05000,Intercept,94,0.20000,0.99992,0.37863,0.40000,I,100000000
0.05000,Intercept,94,0.33000,0.99989,0.38982,0.40000,I,100000000
0.05000,Intercept,94,0.50000,0.99984,0.41511,0.40000,I,100000000
0.05000,Intercept,94,inf,0.99987,0.33498,0.40000,I,100000000
0.05000,Intercept,95,0.20000,0.99998,0.31445,0.40000,I,100000000
0.05000,Intercept,95,0.33000,0.99998,0.33846,0.40000,I,100000000
0.05000,Intercept,95,0.50000,0.99997,0.37028,0.40000,I,100000000
0.05000,Intercept,95,inf,0.99995,0.40156,0.40000,I,100000000
0.05000,Intercept,96,0.20000,0.99998,0.19159,0.40000,I,100000000
0.05000,Intercept,96,0.33000,0.99998,0.38343,0.40000,I,100000000
0.05000,Intercept,96,0.50000,0.99998,0.36024,0.40000,I,100000000
0.05000,Intercept,96,inf,0.99993,0.44265,0.40000,I,100000000
0.05000,Intercept,97,0.20000,0.99999,0.26482,0.40000,I,100000000
0.05000,Intercept,97,0.33000,0.99999,0.35026,0.40000,I,100000000
0.05000,Intercept,97,0.50000,0.99999,0.34376,0.40000,I,100000000
0.05000,Intercept,97,inf,0.99998,0.35709,0.40000,I,100000000
0.05000,Intercept,98,0.20000,0.99997,0.36737,0.40000,I,100000000
0.05000,Intercept,98,0.33000,0.99996,0.42491,0.40000,I,100000000
0.05000,Intercept,98,0.50000,0.99996,0.48790,0.40000,I,100000000
0.05000,Intercept,98,inf,0.99991,0.40654,0.40000,I,100000000
0.05000,Intercept,99,0.20000,0.99991,0.39361,0.40000,I,100000000
0.05000,Intercept,99,0.33000,0.99991,0.37887,0.40000,I,100000000
0.05000,Intercept,99,0.50000,0.99983,0.40548,0.40000,I,100000000
0.05000,Intercept,99,inf,0.99978,0.48732,0.40000,I,100000000
0.05000,Intercept,100,0.20000,0.99995,0.36363,0.40000,I,100000000
0.05000,Intercept,100,0.33000,0.99993,0.41765,0.40000,I,100000000
0.05000,Intercept,100,0.50000,0.99994,0.37255,0.40000,I,100000000
0.05000,Intercept,100,inf,0.99988,0.40904,0.40000,I,100000000
0.05000,Intercept,101,0.20000,0.99999,0.36218,0.40000,I,100000000
0.05000,Intercept,101,0.33000,0.99999,0.30941,0.40000,I,100000000
0.05000,Intercept,101,0.50000,0.99999,0.32158,0.40000,I,100000000
0.05000,Intercept,101,inf,0.99999,0.43262,0.40000,I,100000000
0.05000,Intercept,102,0.20000,0.99984,0.46813,0.40000,I,100000000
0.05000,Intercept,102,0.33000,0.99991,0.41532,0.40000,I,100000000
0.05000,Intercept,102,0.50000,0.99986,0.41957,0.40000,I,100000000
0.05000,Intercept,102,inf,0.99969,0.40709,0.40000,I,100000000
0.05000,Intercept,103,0.20000,0.99996,0.47877,0.40000,I,100000000
0.05000,Intercept,103,0.33000,0.99998,0.43483,0.40000,I,100000000
0.05000,Intercept,103,0.50000,0.99995,0.41012,0.40000,I,100000000
0.05000,Intercept,103,inf,0.99990,0.42617,0.40000,I,100000000
0.05000,Intercept,104,0.20000,0.99998,0.41309,0.40000,I,100000000
0.05000,Intercept,104,0.33000,0.99998,0.37164,0.40000,I,100000000
0.05000,Intercept,104,0.50000,0.99998,0.46953,0.40000,I,100000000
0.05000,Intercept,104,inf,0.99997,0.38487,0.40000,I,100000000
0.05000,Intercept,105,0.20000,0.99999,0.39815,0.40000,I,100000000
0.05000,Intercept,105,0.33000,0.99998,0.33992,0.40000,I,100000000
0.05000,Intercept,105,0.50000,0.99998,0.41637,0.40000,I,100000000
0.05000,Intercept,105,inf,0.99996,0.38755,0.40000,I,100000000
0.05000,Intercept,106,0.20000,0.99997,0.45325,0.40000,I,100000000
0.05000,Intercept,106,0.33000,0.99997,0.43384,0.40000,I,100000000
0.05000,Intercept,106,0.50000,0.99996,0.46366,0.40000,I,100000000
0.05000,Intercept,106,inf,0.99993,0.45228,0.40000,I,100000000
0.05000,Intercept,107,0.20000,0.99983,0.42687,0.40000,I,100000000
0.05000,Intercept,107,0.33000,0.99985,0.41421,0.40000,I,100000000
0.05000,Intercept,107,0.50000,0.99981,0.41060,0.40000,I,100000000
0.05000,Intercept,107,inf,0.99971,0.36665,0.40000,I,100000000
0.05000,Intercept,108,0.20000,0.99995,0.43908,0.40000,I,100000000
0.05000,Intercept,108,0.33000,0.99994,0.38329,0.40000,I,100000000
0.05000,Intercept,108,0.50000,0.99991,0.39888,0.40000,I,100000000
0.05000,Intercept,108,inf,0.99981,0.40274,0.40000,I,100000000
0.05000,Intercept,109,0.20000,0.99999,0.41280,0.40000,I,100000000
0.05000,Intercept,109,0.33000,0.99998,0.37269,0.40000,I,100000000
0.05000,Intercept,109,0.50000,0.99998,0.42484,0.40000,I,100000000
0.05000,Intercept,109,inf,0.99997,0.39585,0.40000,I,100000000
0.05000,Intercept,110,0.20000,0.99997,0.36479,0.40000,I,100000000
0.05000,Intercept,110,0.33000,0.99995,0.37387,0.40000,I,100000000
0.05000,Intercept,110,0.50000,0.99997,0.30612,0.40000,I,100000000
0.05000,Intercept,110,inf,0.99994,0.47953,0.40000,I,100000000
0.05000,Intercept,111,0.20000,0.99999,0.47557,0.40000,I,100000000
0.05000,Intercept,111,0.33000,0.99999,0.37689,0.40000,I,100000000
0.05000,Intercept,111,0.50000,0.99999,0.37228,0.40000,I,100000000
0.05000,Intercept,111,inf,0.99999,0.34827,0.40000,I,100000000
0.05000,Intercept,112,0.20000,0.99996,0.44980,0.40000,I,100000000
0.05000,Intercept,112,0.33000,0.99997,0.39491,0.40000,I,100000000
0.05000,Intercept,112,0.50000,0.99995,0.44072,0.40000,I,100000000
0.05000,Intercept,112,inf,0.99992,0.39147,0.40000,I,100000000
0.05000,Intercept,113,0.20000,0.99997,0.51768,0.40000,I,100000000
0.05000,Intercept,113,0.33000,0.99997,0.53481,0.40000,I,100000000
0.05000,Intercept,113,0.50000,0.99995,0.61123,0.40000,I,100000000
0.05000,Intercept,113,inf,0.99995,0.33295,0.40000,I,100000000
0.05000,Intercept,114,0.20000,0.99985,0.44560,0.40000,I,100000000
0.05000,Intercept,114,0.33000,0.99991,0.40763,0.40000,I,100000000
0.05000,Intercept,114,0.50000,0.99992,0.41674,0.40000,I,100000000
0.05000,Intercept,114,inf,0.99966,0.41307,0.40000,I,100000000
0.05000,Intercept,115,0.20000,0.99998,0.34304,0.40000,I,100000000
0.05000,Intercept,115,0.33000,0.99997,0.31925,0.40000,I,100000000
0.05000,Intercept,115,0.50000,0.99994,0.40105,0.40000,I,100000000
0.05000,Intercept,115,inf,0.99989,0.40506,0.40000,I,100000000
0.05000,Intercept,116,0.20000,0.99997,0.37618,0.40000,I,100000000
0.05000,Intercept,116,0.33000,0.99998,0.34734,0.40000,I,100000000
0.05000,Intercept,116,0.50000,0.99995,0.43676,0.40000,I,100000000
0.05000,Intercept,116,inf,0.99994,0.41567,0.40000,I,100000000
0.05000,Intercept,117,0.20000,0.99999,0.43343,0.40000,I,100000000
0.05000,Intercept,117,0.33000,0.99999,0.44206,0.40000,I,100000000
0.05000,Intercept,117,0.50000,0.99998,0.37088,0.40000,I,100000000
0.05000,Intercept,117,inf,0.99992,0.40617,0.40000,I,100000000
0.05000,Intercept,118,0.20000,0.99998,0.36528,0.40000,I,100000000
0.05000,Intercept,118,0.33000,0.99996,0.33988,0.40000,I,100000000
0.05000,Intercept,118,0.50000,0.99997,0.32781,0.40000,I,100000000
0.05000,Intercept,118,inf,0.99996,0.33177,0.40000,I,100000000
0.05000,Intercept,119,0.20000,0.99990,0.36014,0.40000,I,100000000
0.05000,Intercept,119,0.33000,0.99995,0.35130,0.40000,I,100000000
0.05000,Intercept,119,0.50000,0.99989,0.34988,0.40000,I,100000000
0.05000,Intercept,119,inf,0.99968,0.39817,0.40000,I,100000000
0.05000,Intercept,120,0.20000,0.99995,0.33019,0.40000,I,100000000
0.05000,Intercept,120,0.33000,0.99995,0.33741,0.40000,I,100000000
0.05000,Intercept,120,0.50000,0.99988,0.40830,0.40000,I,100000000
0.05000,Intercept,120,inf,0.99987,0.36536,0.40000,I,100000000
0.05000,Intercept,121,0.20000,0.99999,0.39642,0.40000,I,100000000
0.05000,Intercept,121,0.33000,0.99999,0.22900,0.40000,I,100000000
0.05000,Intercept,121,0.50000,0.99998,0.35951,0.40000,I,100000000
0.05000,Intercept,121,inf,0.99997,0.38784,0.40000,I,100000000
0.05000,Intercept,122,0.20000,0.99999,0.55771,0.40000,I,100000000
0.05000,Intercept,122,0.33000,0.99999,0.36881,0.40000,I,100000000
0.05000,Intercept,122,0.50000,0.99999,0.43685,0.40000,I,100000000
0.05000,Intercept,122,inf,0.99997,0.36932,0.40000,I,100000000
0.05000,Intercept,123,0.20000,0.99999,0.38195,0.40000,I,100000000
0.05000,Intercept,123,0.33000,0.99999,0.39856,0.40000,I,100000000
0.05000,Intercept,123,0.50000,0.99999,0.40030,0.40000,I,100000000
0.05000,Intercept,123,inf,0.99999,0.41712,0.40000,I,100000000
0.05000,Intercept,124,0.20000,0.99994,0.37340,0.40000,I,100000000
0.05000,Intercept,124,0.33000,0.99994,0.34224,0.40000,I,100000000
0.05000,Intercept,124,0.50000,0.99988,0.38380,0.40000,I,100000000
0.05000,Intercept,124,inf,0.99989,0.40737,0.40000,I,100000000
0.05000,Intercept,125,0.20000,0.99989,0.41302,0.40000,I,100000000
0.05000,Intercept,125,0.33000,0.99989,0.44196,0.40000,I,100000000
0.05000,Intercept,125,0.50000,0.99989,0.39540,0.40000,I,100000000
0.05000,Intercept,125,inf,0.99990,0.33061,0.40000,I,100000000
0.05000,Intercept,126,0.20000,0.99994,0.43060,0.40000,I,100000000
0.05000,Intercept,126,0.33000,0.99990,0.36185,0.40000,I,100000000
0.05000,Intercept,126,0.50000,0.99990,0.39857,0.40000,I,100000000
0.05000,Intercept,126,inf,0.99976,0.42671,0.40000,I,100000000
0.05000,Intercept,127,0.20000,0.99999,0.35969,0.40000,I,100000000
0.05000,Intercept,127,0.33000,0.99998,0.36906,0.40000,I,100000000
0.05000,Intercept,127,0.50000,0.99998,0.35587,0.40000,I,100000000
0.05000,Intercept,127,inf,0.99997,0.42863,0.40000,I,100000000
0.05000,Intercept,128,0.20000,0.99999,0.30379,0.40000,I,100000000
0.05000,Intercept,128,0.33000,0.99999,0.36606,0.40000,I,100000000
0.05000,Intercept,128,0.50000,0.99999,0.44814,0.40000,I,100000000
0.05000,Intercept,128,inf,0.99999,0.36370,0.40000,I,100000000
0.05000,Intercept,129,0.20000,0.99998,0.44350,0.40000,I,100000000
0.05000,Intercept,129,0.33000,0.99998,0.37764,0.40000,I,100000000
0.05000,Intercept,129,0.50000,0.99997,0.40711,0.40000,I,100000000
0.05000,Intercept,129,inf,0.99996,0.36355,0.40000,I,100000000
0.05000,Intercept,130,0.20000,0.99996,0.42590,0.40000,I,100000000
0.05000,Intercept,130,0.33000,0.99997,0.38045,0.40000,I,100000000
0.05000,Intercept,130,0.50000,0.99995,0.36629,0.40000,I,100000000
0.05000,Intercept,130,inf,0.99996,0.41002,0.40000,I,100000000
0.05000,Intercept,131,0.20000,0.99987,0.37723,0.40000,I,100000000
0.05000,Intercept,131,0.33000,0.99973,0.39492,0.40000,I,100000000
0.05000,Intercept,131,0.50000,0.99970,0.38986,0.40000,I,100000000
0.05000,Intercept,131,inf,0.99939,0.40948,0.40000,I,100000000
0.05000,Intercept,132,0.20000,0.99993,0.40058,0.40000,I,100000000
0.05000,Intercept,132,0.33000,0.99989,0.39463,0.40000,I,100000000
0.05000,Intercept,132,0.50000,0.99986,0.35379,0.40000,I,100000000
0.05000,Intercept,132,inf,0.99967,0.41763,0.40000,I,100000000
0.05000,Intercept,133,0.20000,0.99999,0.40982,0.40000,I,100000000
0.05000,Intercept,133,0.33000,0.99999,0.43282,0.40000,I,100000000
0.05000,Intercept,133,0.50000,0.99999,0.36562,0.40000,I,100000000
0.05000,Intercept,133,inf,0.99999,0.35423,0.40000,I,100000000
0.05000,Intercept,134,0.20000,0.99999,0.36694,0.40000,I,100000000
0.05000,Intercept,134,0.33000,0.99998,0.33313,0.40000,I,100000000
0.05000,Intercept,134,0.50000,0.99997,0.38987,0.40000,I,100000000
0.05000,Intercept,134,inf,0.99995,0.39586,0.40000,I,100000000
0.05000,Intercept,135,0.20000,0.99998,0.51203,0.40000,I,100000000
0.05000,Intercept,135,0.33000,0.99999,0.48846,0.40000,I,100000000
0.05000,Intercept,135,0.50000,0.99998,0.52761,0.40000,I,100000000
0.05000,Intercept,135,inf,0.99996,0.38088,0.40000,I,100000000
0.05000,Intercept,136,0.20000,0.99999,0.37978,0.40000,I,100000000
0.05000,Intercept,136,0.33000,0.99999,0.41070,0.40000,I,100000000
0.05000,Intercept,136,0.50000,0.99999,0.38598,0.40000,I,100000000
0.05000,Intercept,136,inf,0.99996,0.42905,0.40000,I,100000000
0.05000,Intercept,137,0.20000,0.99998,0.36098,0.40000,I,100000000
0.05000,Intercept,137,0.33000,0.99997,0.43369,0.40000,I,100000000
0.05000,Intercept,137,0.50000,0.99996,0.42488,0.40000,I,100000000
0.05000,Intercept,137,inf,0.99989,0.43931,0.40000,I,100000000
0.05000,Intercept,138,0.20000,0.99996,0.41738,0.40000,I,100000000
0.05000,Intercept,138,0.33000,0.99995,0.38906,0.40000,I,100000000
0.05000,Intercept,138,0.50000,0.99993,0.40122,0.40000,I,100000000
0.05000,Intercept,138,inf,0.99989,0.43224,0.40000,I,100000000
0.05000,Intercept,139,0.20000,0.99998,0.35437,0.40000,I,100000000
0.05000,Intercept,139,0.33000,0.99997,0.35359,0.40000,I,100000000
0.05000,Intercept,139,0.50000,0.99996,0.44830,0.40000,I,100000000
0.05000,Intercept,139,inf,0.99994,0.43626,0.40000,I,100000000
0.05000,Intercept,140,0.20000,0.99995,0.30911,0.40000,I,100000000
0.05000,Intercept,140,0.33000,0.99994,0.34849,0.40000,I,100000000
0.05000,Intercept,140,0.50000,0.99994,0.36847,0.40000,I,100000000
0.05000,Intercept,140,inf,0.99986,0.42010,0.40000,I,100000000
0.05000,Intercept,141,0.20000,0.99999,0.50277,0.40000,I,100000000
0.05000,Intercept,141,0.33000,0.99999,0.40415,0.40000,I,100000000
0.05000,Intercept,141,0.50000,0.99999,0.45510,0.40000,I,100000000
0.05000,Intercept,141,inf,0.99998,0.38243,0.40000,I,100000000
0.05000,Intercept,142,0.20000,0.99992,0.41694,0.40000,I,100000000
0.05000,Intercept,142,0.33000,0.99987,0.42693,0.40000,I,100000000
0.05000,Intercept,142,0.50000,0.99988,0.37323,0.40000,I,100000000
0.05000,Intercept,142,inf,0.99982,0.38743,0.40000,I,100000000
0.05000,Intercept,143,0.20000,0.99999,0.47085,0.40000,I,100000000
0.05000,Intercept,143,0.33000,0.99999,0.37630,0.40000,I,100000000
0.05000,Intercept,143,0.50000,0.99999,0.33470,0.40000,I,100000000
0.05000,Intercept,143,inf,0.99997,0.43625,0.40000,I,100000000
0.05000,Intercept,144,0.20000,0.99998,0.44786,0.40000,I,100000000
0.05000,Intercept,144,0.33000,0.99999,0.41490,0.40000,I,100000000
0.05000,Intercept,144,0.50000,0.99999,0.35762,0.40000,I,100000000
0.05000,Intercept,144,inf,0.99998,0.39566,0.40000,I,100000000
0.05000,Intercept,145,0.20000,0.99999,0.44706,0.40000,I,100000000
0.05000,Intercept,145,0.33000,0.99999,0.37155,0.40000,I,100000000
0.05000,Intercept,145,0.50000,0.99999,0.27608,0.40000,I,100000000
0.05000,Intercept,145,inf,0.99999,0.33139,0.40000,I,100000000
0.05000,Intercept,146,0.20000,0.99999,0.38112,0.40000,I,100000000
0.05000,Intercept,146,0.33000,0.99999,0.38131,0.40000,I,100000000
0.05000,Intercept,146,0.50000,0.99999,0.35282,0.40000,I,100000000
0.05000,Intercept,146,inf,0.99999,0.38470,0.40000,I,100000000
0.05000,Intercept,147,0.20000,1.00000,0.49195,0.40000,I,100000000
0.05000,Intercept,147,0.33000,0.99999,0.39216,0.40000,I,100000000
0.05000,Intercept,147,0.50000,0.99999,0.42055,0.40000,I,100000000
0.05000,Intercept,147,inf,0.99999,0.43474,0.40000,I,100000000
0.05000,Intercept,148,0.20000,0.99990,0.37443,0.40000,I,100000000
0.05000,Intercept,148,0.33000,0.99994,0.33133,0.40000,I,100000000
0.05000,Intercept,148,0.50000,0.99987,0.43423,0.40000,I,100000000
0.05000,Intercept,148,inf,0.99962,0.36675,0.40000,I,100000000
0.05000,Intercept,149,0.20000,0.99993,0.40365,0.40000,I,100000000
0.05000,Intercept,149,0.33000,0.99988,0.42792,0.40000,I,100000000
0.05000,Intercept,149,0.50000,0.99991,0.38530,0.40000,I,100000000
0.05000,Intercept,149,inf,0.99978,0.44246,0.40000,I,100000000
0.05000,Intercept,150,0.20000,0.99998,0.38390,0.40000,I,100000000
0.05000,Intercept,150,0.33000,0.99997,0.44956,0.40000,I,100000000
0.05000,Intercept,150,0.50000,0.99997,0.35316,0.40000,I,100000000
0.05000,Intercept,150,inf,0.99991,0.45502,0.40000,I,100000000
0.05000,Intercept,151,0.20000,0.99998,0.44675,0.40000,I,100000000
0.05000,Intercept,151,0.33000,0.99996,0.41060,0.40000,I,100000000
0.05000,Intercept,151,0.50000,0.99997,0.39317,0.40000,I,100000000
0.05000,Intercept,151,inf,0.99994,0.37046,0.40000,I,100000000
0.05000,Intercept,152,0.20000,0.99999,0.38778,0.40000,I,100000000
0.05000,Intercept,152,0.33000,0.99998,0.47417,0.40000,I,100000000
0.05000,Intercept,152,0.50000,0.99998,0.45754,0.40000,I,100000000
0.05000,Intercept,152,inf,0.99996,0.46977,0.40000,I,100000000
0.05000,Intercept,153,0.20000,0.99999,0.33753,0.40000,I,100000000
0.05000,Intercept,153,0.33000,0.99999,0.39589,0.40000,I,100000000
0.05000,Intercept,153,0.50000,0.99998,0.38787,0.40000,I,100000000
0.05000,Intercept,153,inf,0.99998,0.40891,0.40000,I,100000000
0.05000,Intercept,154,0.20000,0.99999,0.46933,0.40000,I,100000000
0.05000,Intercept,154,0.33000,0.99998,0.40670,0.40000,I,100000000
0.05000,Intercept,154,0.50000,0.99998,0.40794,0.40000,I,100000000
0.05000,Intercept,154,inf,0.99998,0.34288,0.40000,I,100000000
0.05000,Intercept,155,0.20000,0.99994,0.39828,0.40000,I,100000000
0.05000,Intercept,155,0.33000,0.99994,0.40832,0.40000,I,100000000
0.05000,Intercept,155,0.50000,0.99990,0.40750,0.40000,I,100000000
0.05000,Intercept,155,inf,0.99988,0.39675,0.40000,I,100000000
0.05000,Intercept,156,0.20000,0.99996,0.37984,0.40000,I,100000000
0.05000,Intercept,156,0.33000,0.99997,0.36159,0.40000,I,100000000
0.05000,Intercept,156,0.50000,0.99994,0.39986,0.40000,I,100000000
0.05000,Intercept,156,inf,0.99987,0.40654,0.40000,I,100000000
0.05000,Intercept,157,0.20000,0.99999,0.32329,0.40000,I,100000000
0.05000,Intercept,157,0.33000,0.99999,0.35534,0.40000,I,100000000
0.05000,Intercept,157,0.50000,0.99998,0.36028,0.40000,I,100000000
0.05000,Intercept,157,inf,0.99996,0.41422,0.40000,I,100000000
0.05000,Intercept,158,0.20000,0.99999,0.41533,0.40000,I,100000000
0.05000,Intercept,158,0.33000,0.99999,0.39195,0.40000,I,100000000
0.05000,Intercept,158,0.50000,0.99999,0.41248,0.40000,I,100000000
0.05000,Intercept,158,inf,0.99999,0.40300,0.40000,I,100000000
0.05000,Intercept,159,0.20000,0.99992,0.39234,0.40000,I,100000000
0.05000,Intercept,159,0.33000,0.99991,0.35776,0.40000,I,100000000
0.05000,Intercept,159,0.50000,0.99984,0.41433,0.40000,I,100000000
0.05000,Intercept,159,inf,0.99974,0.41332,0.40000,I,100000000
0.05000,Intercept,160,0.20000,0.99999,0.34556,0.40000,I,100000000
0.05000,Intercept,160,0.33000,0.99998,0.42345,0.40000,I,100000000
0.05000,Intercept,160,0.50000,0.99997,0.42802,0.40000,I,100000000
0.05000,Intercept,160,inf,0.99996,0.38351,0.40000,I,100000000
0.05000,Intercept,161,0.20000,0.99998,0.39107,0.40000,I,100000000
0.05000,Intercept,161,0.33000,0.99997,0.35950,0.40000,I,100000000
0.05000,Intercept,161,0.50000,0.99998,0.31536,0.40000,I,100000000
0.05000,Intercept,161,inf,0.99994,0.44370,0.40000,I,100000000
0.05000,Intercept,162,0.20000,0.99997,0.33916,0.40000,I,100000000
0.05000,Intercept,162,0.33000,0.99995,0.37665,0.40000,I,100000000
0.05000,Intercept,162,0.50000,0.99994,0.39513,0.40000,I,100000000
0.05000,Intercept,162,inf,0.99992,0.41074,0.40000,I,100000000
0.05000,Intercept,163,0.20000,0.99983,0.41114,0.40000,I,100000000
0.05000,Intercept,163,0.33000,0.99984,0.41057,0.40000,I,100000000
0.05000,Intercept,163,0.50000,0.99970,0.41625,0.40000,I,100000000
0.05000,Intercept,163,inf,0.99965,0.40387,0.40000,I,100000000
0.05000,Intercept,164,0.20000,0.99999,0.38586,0.40000,I,100000000
0.05000,Intercept,164,0.33000,0.99998,0.40142,0.40000,I,100000000
0.05000,Intercept,164,0.50000,0.99998,0.39456,0.40000,I,100000000
0.05000,Intercept,164,inf,0.99996,0.42959,0.40000,I,100000000
0.05000,Intercept,165,0.20000,0.99999,0.40287,0.40000,I,100000000
0.05000,Intercept,165,0.33000,0.99999,0.41467,0.40000,I,100000000
0.05000,Intercept,165,0.50000,0.99998,0.37331,0.40000,I,100000000
0.05000,Intercept,165,inf,0.99997,0.40890,0.40000,I,100000000
0.05000,Intercept,166,0.20000,0.99998,0.39267,0.40000,I,100000000
0.05000,Intercept,166,0.33000,0.99997,0.43130,0.40000,I,100000000
0.05000,Intercept,166,0.50000,0.99997,0.43603,0.40000,I,100000000
0.05000,Intercept,166,inf,0.99996,0.38180,0.40000,I,100000000
0.05000,Intercept,167,0.20000,0.99998,0.37884,0.40000,I,100000000
0.05000,Intercept,167,0.33000,0.99998,0.41971,0.40000,I,100000000
0.05000,Intercept,167,0.50000,0.99998,0.38474,0.40000,I,100000000
0.05000,Intercept,167,inf,0.99990,0.40534,0.40000,I,100000000
0.05000,Intercept,168,0.20000,0.99999,0.33756,0.40000,I,100000000
0.05000,Intercept,168,0.33000,0.99999,0.35428,0.40000,I,100000000
0.05000,Intercept,168,0.50000,0.99999,0.35814,0.40000,I,100000000
0.05000,Intercept,168,inf,0.99998,0.38367,0.40000,I,100000000
0.05000,Intercept,169,0.20000,0.99998,0.35512,0.40000,I,100000000
0.05000,Intercept,169,0.33000,0.99995,0.38803,0.40000,I,100000000
0.05000,Intercept,169,0.50000,0.99997,0.32764,0.40000,I,100000000
0.05000,Intercept,169,inf,0.99995,0.40863,0.40000,I,100000000
0.05000,Intercept,170,0.20000,0.99987,0.40369,0.40000,I,100000000
0.05000,Intercept,170,0.33000,0.99983,0.39681,0.40000,I,100000000
0.05000,Intercept,170,0.50000,0.99977,0.42232,0.40000,I,100000000
0.05000,Intercept,170,inf,0.99977,0.39273,0.40000,I,100000000
0.05000,Intercept,171,0.20000,0.99999,0.40694,0.40000,I,100000000
0.05000,Intercept,171,0.33000,0.99999,0.40556,0.40000,I,100000000
0.05000,Intercept,171,0.50000,0.99998,0.39215,0.40000,I,100000000
0.05000,Intercept,171,inf,0.99997,0.42438,0.40000,I,100000000
0.05000,Intercept,172,0.20000,0.99994,0.40925,0.40000,I,100000000
0.05000,Intercept,172,0.33000,0.99994,0.40773,0.40000,I,100000000
0.05000,Intercept,172,0.50000,0.99992,0.41717,0.40000,I,100000000
0.05000,Intercept,172,inf,0.99994,0.38430,0.40000,I,100000000
0.05000,Intercept,173,0.20000,0.99997,0.35575,0.40000,I,100000000
0.05000,Intercept,173,0.33000,0.99995,0.43683,0.40000,I,100000000
0.05000,Intercept,173,0.50000,0.99997,0.37311,0.40000,I,100000000
0.05000,Intercept,173,inf,0.99981,0.43631,0.40000,I,100000000
0.05000,Intercept,174,0.20000,0.99999,0.43592,0.40000,I,100000000
0.05000,Intercept,174,0.33000,0.99999,0.36901,0.40000,I,100000000
