adm3_name,adm_1_name,pop,state,place
Carrizozo town,New Mexico,878.0,35,12500
Eunice city,New Mexico,3065.0,35,25450
Cuba village,New Mexico,660.0,35,19150
Jemez Pueblo CDP,New Mexico,2022.0,35,35250
Pueblo of Sandia Village CDP,New Mexico,394.0,35,59950
Regina CDP,New Mexico,0.0,35,62340
San Felipe Pueblo CDP,New Mexico,2786.0,35,67450
Torreon CDP (Sandoval County),New Mexico,265.0,35,79070
Manzano CDP,New Mexico,0.0,35,46730
Tajique CDP,New Mexico,239.0,35,76060
Des Moines village,New Mexico,56.0,35,20480
Folsom village,New Mexico,41.0,35,26780
Bosque Farms village,New Mexico,3819.0,35,08580
Jarales CDP,New Mexico,2054.0,35,35110
Cloudcroft village,New Mexico,613.0,35,16280
Nakaibito CDP,New Mexico,350.0,35,50860
Santa Clara Pueblo CDP,New Mexico,967.0,35,70390
Deming city,New Mexico,14339.0,35,20270
La Luz CDP,New Mexico,1455.0,35,38330
Navajo CDP,New Mexico,1676.0,35,51420
Alcalde CDP,New Mexico,186.0,35,02070
Pecos village,New Mexico,1545.0,35,55620
Ojo Amarillo CDP,New Mexico,738.0,35,53485
Ruidoso village,New Mexico,7740.0,35,65210
Los Lunas village,New Mexico,15258.0,35,43370
White Rock CDP,New Mexico,5878.0,35,84740
Galisteo CDP,New Mexico,302.0,35,27970
Santa Cruz CDP,New Mexico,321.0,35,70460
Cimarron village,New Mexico,974.0,35,15440
Radium Springs CDP,New Mexico,1504.0,35,61010
Russellville city,Alabama,9715.0,01,67056
Vina town,Alabama,327.0,01,78984
Providence town,Alabama,221.0,01,62688
Grant town,Alabama,1017.0,01,31096
Daviston town,Alabama,238.0,01,19816
Clanton city,Alabama,8701.0,01,15136
Gurley town,Alabama,726.0,01,32440
Moores Mill CDP,Alabama,6695.0,01,51216
New Hope city,Alabama,2817.0,01,54168
New Market CDP,Alabama,1306.0,01,54312
Hurtsboro town,Alabama,514.0,01,37096
Haleburg town,Alabama,110.0,01,32656
Newville town,Alabama,427.0,01,54600
Louisville town,Alabama,524.0,01,44344
Orrville town,Alabama,154.0,01,57240
Cuba town,Alabama,438.0,01,18952
Gainesville town,Alabama,231.0,01,28768
Alabaster city,Alabama,32567.0,01,00820
Harpersville town,Alabama,1486.0,01,33256
Gantt town,Alabama,167.0,01,28936
Libertyville town,Alabama,111.0,01,42808
Glen Allen town,Alabama,412.0,01,29944
Franklin town,Alabama,192.0,01,28024
Blue Springs town,Alabama,123.0,01,07672
Hobson City town,Alabama,1035.0,01,35152
Cottonwood town,Alabama,1281.0,01,17824
Chickasaw city,Alabama,5889.0,01,14392
Saraland city,Alabama,14026.0,01,68160
Cordova city,Alabama,2014.0,01,17368
Parrish town,Alabama,934.0,01,58272
Adamsville city,Alabama,4404.0,01,00460
Concord CDP,Alabama,1750.0,01,16936
Fairfield city,Alabama,10850.0,01,25120
Homewood city,Alabama,25678.0,01,35800
Irondale city,Alabama,12453.0,01,37864
Wilsonville town,Alabama,2104.0,01,82848
Sardis City town,Alabama,1649.0,01,68280
White Hall town,Alabama,762.0,01,81912
Mulga town,Alabama,823.0,01,52776
Monroeville city,Alabama,6072.0,01,50192
Minor CDP,Alabama,1008.0,01,49072
Tarrant city,Alabama,6238.0,01,74976
Excel town,Alabama,1092.0,01,24880
Greenville city,Alabama,7766.0,01,31912
Meridianville CDP,Alabama,6731.0,01,48112
Redstone Arsenal CDP,Alabama,1476.0,01,63912
Ladonia CDP,Alabama,2923.0,01,40648
York city,Alabama,3055.0,01,84096
McKenzie town,Alabama,437.0,01,45496
Columbiana city,Alabama,4343.0,01,16768
Centreville city,Alabama,2686.0,01,13672
Luverne city,Alabama,2769.0,01,44728
Rutledge town,Alabama,355.0,01,67176
Yellow Bluff town,Alabama,187.0,01,83976
West Blocton town,Alabama,1452.0,01,80928
Gordo town,Alabama,1825.0,01,30736
Brent city,Alabama,4874.0,01,09136
Section town,Alabama,846.0,01,69000
Skyline town,Alabama,950.0,01,70896
South Vinemont town,Alabama,643.0,01,71900
Carolina town,Alabama,343.0,01,12160
River Falls town,Alabama,693.0,01,64776
Gu-Win town,Alabama,120.0,01,32536
Winfield city,Alabama,4292.0,01,82992
Billingsley town,Alabama,114.0,01,06460
Addison town,Alabama,725.0,01,00484
Arley town,Alabama,519.0,01,02500
Allgood town,Alabama,606.0,01,01396
Rosa town,Alabama,493.0,01,66408
Brantley town,Alabama,938.0,01,09016
Deatsville town,Alabama,1141.0,01,20008
Courtland town,Alabama,744.0,01,18040
Aliceville city,Alabama,2466.0,01,01228
Montgomery city,Alabama,200761.0,01,51000
Frisco City town,Alabama,1400.0,01,28312
Bridgeport city,Alabama,2330.0,01,09328
Dutton town,Alabama,382.0,01,21952
Pleasant Groves town,Alabama,454.0,01,61038
Fayette city,Alabama,4421.0,01,25840
Notasulga town,Alabama,1037.0,01,55440
Baileyton town,Alabama,872.0,01,03676
West Point town,Alabama,561.0,01,81528
Oak Hill town,Alabama,11.0,01,55848
Waldo town,Alabama,237.0,01,79488
Midway town,Alabama,633.0,01,48424
Lakeview town,Alabama,170.0,01,40888
Bon Air town,Alabama,100.0,01,08248
Newton town,Alabama,1643.0,01,54480
Coffee Springs town,Alabama,200.0,01,16240
Alexander City city,Alabama,14705.0,01,01132
New Site town,Alabama,827.0,01,54432
Riverside town,Alabama,2431.0,01,64920
Wedowee town,Alabama,805.0,01,80496
Loxley town,Alabama,1825.0,01,44608
Sylvania town,Alabama,2231.0,01,74400
St. Florian town,Alabama,432.0,01,67536
Somerville town,Alabama,659.0,01,71496
Oak Grove town,Alabama,566.0,01,55752
Vincent town,Alabama,2142.0,01,79008
Camp Hill town,Alabama,1089.0,01,11680
Geraldine town,Alabama,906.0,01,29608
Powell town,Alabama,1165.0,01,62075
Hartselle city,Alabama,14395.0,01,33448
Mignon CDP,Alabama,1211.0,01,48616
Triana town,Alabama,700.0,01,76824
Meadowbrook CDP,Alabama,9115.0,01,47740
Dayton town,Alabama,28.0,01,19912
Demopolis city,Alabama,6999.0,01,20296
Sweet Water town,Alabama,323.0,01,74304
Huguley CDP,Alabama,2335.0,01,36592
Shiloh town,Alabama,327.0,01,69840
Ozark city,Alabama,14546.0,01,57648
Goldville town,Alabama,30.0,01,30448
Waverly town,Alabama,202.0,01,80256
Valley city,Alabama,9331.0,01,78204
Littleville town,Alabama,1152.0,01,43648
Bear Creek town,Alabama,1185.0,01,04852
La Fayette city,Alabama,2956.0,01,40672
Lanett city,Alabama,6341.0,01,41296
Tuscumbia city,Alabama,8452.0,01,77280
Boligee town,Alabama,602.0,01,08104
Malvern town,Alabama,1949.0,01,46264
Thorsby town,Alabama,2008.0,01,76080
Steele town,Alabama,1050.0,01,72888
Mentone town,Alabama,356.0,01,48064
Fort Payne city,Alabama,14017.0,01,27616
Sand Rock town,Alabama,475.0,01,67920
Fyffe town,Alabama,1478.0,01,28672
Ider town,Alabama,807.0,01,37312
Pine Ridge town,Alabama,229.0,01,60372
Valley Head town,Alabama,651.0,01,78240
Waterloo town,Alabama,170.0,01,80064
Eva town,Alabama,584.0,01,24688
Falkville town,Alabama,1372.0,01,25648
Priceville town,Alabama,3179.0,01,62472
Childersburg city,Alabama,4991.0,01,14464
Attalla city,Alabama,5884.0,01,03028
Avon town,Alabama,454.0,01,03364
West End-Cobb Town CDP,Alabama,3435.0,01,81084
Kinston town,Alabama,620.0,01,40096
Rehobeth town,Alabama,1713.0,01,64152
Ardmore town,Alabama,1490.0,01,02260
Athens city,Alabama,24735.0,01,02956
Citronelle city,Alabama,3912.0,01,15064
Dauphin Island town,Alabama,1262.0,01,19744
Mobile city,Alabama,192085.0,01,50000
Argo town,Alabama,4191.0,01,02320
Bessemer city,Alabama,26697.0,01,05980
Cardiff town,Alabama,45.0,01,12040
Leeds city,Alabama,11847.0,01,41968
Lipscomb city,Alabama,2040.0,01,43336
Sumiton city,Alabama,2662.0,01,73848
West Jefferson town,Alabama,493.0,01,81336
Needham town,Alabama,110.0,01,53472
Silas town,Alabama,465.0,01,70416
Jacksonville city,Alabama,12731.0,01,38272
Weaver city,Alabama,3068.0,01,80352
Gordon town,Alabama,289.0,01,30760
Taylor town,Alabama,2852.0,01,75096
Webb town,Alabama,1420.0,01,80376
Bayou La Batre city,Alabama,2543.0,01,04684
Mooresville town,Alabama,73.0,01,51264
Tillmans Corner CDP,Alabama,18150.0,01,76320
Carbon Hill city,Alabama,1490.0,01,12016
Tuscaloosa city,Alabama,97373.0,01,77256
Oneonta city,Alabama,6585.0,01,57000
Susan Moore town,Alabama,646.0,01,74160
Fulton town,Alabama,224.0,01,28504
Gaylesville town,Alabama,194.0,01,29296
Glenwood town,Alabama,189.0,01,30160
Marion city,Alabama,3433.0,01,46768
Edwardsville town,Alabama,236.0,01,23176
Langston town,Alabama,253.0,01,41368
Hazel Green CDP,Alabama,3554.0,01,33808
Madison city,Alabama,47079.0,01,45784
Lake View town,Alabama,2967.0,01,40928
Nectar town,Alabama,337.0,01,53448
Snead town,Alabama,710.0,01,71280
Vance town,Alabama,1600.0,01,78264
Pine Apple town,Alabama,169.0,01,59880
Pelham city,Alabama,22941.0,01,58848
Linden city,Alabama,2014.0,01,43240
Ethelsville town,Alabama,215.0,01,24472
Haleyville city,Alabama,3999.0,01,32704
County Line town,Alabama,341.0,01,17968
Nauvoo town,Alabama,180.0,01,53400
Holt CDP,Alabama,3955.0,01,35704
Northport city,Alabama,24708.0,01,55200
Hillsboro town,Alabama,612.0,01,34816
Highland Lake town,Alabama,380.0,01,34480
Elmore town,Alabama,1717.0,01,23656
Tallassee city,Alabama,4970.0,01,74688
Elkmont town,Alabama,446.0,01,23488
Trussville city,Alabama,21145.0,01,76944
Elba city,Alabama,3863.0,01,23296
Columbia town,Alabama,571.0,01,16744
Grand Bay CDP,Alabama,4076.0,01,31024
Sipsey town,Alabama,422.0,01,70704
Brighton city,Alabama,2848.0,01,09400
Edgewater CDP,Alabama,813.0,01,23032
McDonald Chapel CDP,Alabama,610.0,01,45208
Mountain Brook city,Alabama,20438.0,01,51696
North Johns town,Alabama,198.0,01,55152
Rock Creek CDP,Alabama,1338.0,01,65412
Babbie town,Alabama,554.0,01,03556
Shorter town,Alabama,426.0,01,70128
Pine Hill town,Alabama,824.0,01,60240
Tuskegee city,Alabama,8852.0,01,77304
Clayton town,Alabama,2912.0,01,15376
Heath town,Alabama,286.0,01,33904
Opp city,Alabama,6580.0,01,57120
Hayneville town,Alabama,1186.0,01,33712
Abbeville city,Alabama,2594.0,01,00124
Piedmont city,Alabama,4673.0,01,59640
Huntsville city,Alabama,190501.0,01,37000
Owens Cross Roads town,Alabama,1795.0,01,57504
Eclectic town,Alabama,983.0,01,22816
Castleberry town,Alabama,499.0,01,12496
Brewton city,Alabama,5279.0,01,09208
Flomaton town,Alabama,1770.0,01,26824
Five Points town,Alabama,192.0,01,26200
Oxford city,Alabama,21231.0,01,57576
Cowarts town,Alabama,2152.0,01,18088
Prichard city,Alabama,22063.0,01,62496
Satsuma city,Alabama,6145.0,01,68352
Maytown town,Alabama,304.0,01,47728
Morris town,Alabama,1810.0,01,51456
Pleasant Grove city,Alabama,10224.0,01,61008
Glencoe city,Alabama,5116.0,01,29992
Hokes Bluff city,Alabama,4294.0,01,35392
Gordonville town,Alabama,203.0,01,30808
Lockhart town,Alabama,338.0,01,43816
Autaugaville town,Alabama,903.0,01,03220
Arab city,Alabama,8200.0,01,02116
Pell City city,Alabama,13465.0,01,58896
Rogersville town,Alabama,1134.0,01,66216
Sheffield city,Alabama,9007.0,01,69648
Brilliant town,Alabama,980.0,01,09424
East Brewton city,Alabama,3017.0,01,22216
Harvest CDP,Alabama,5839.0,01,33472
Evergreen city,Alabama,3742.0,01,24808
Repton town,Alabama,233.0,01,64368
Auburn city,Alabama,61462.0,01,03076
Opelika city,Alabama,29372.0,01,57048
Leighton town,Alabama,990.0,01,42160
Fort Rucker CDP,Alabama,5149.0,01,27640
Midland City town,Alabama,2044.0,01,48400
Black town,Alabama,165.0,01,07120
Geneva city,Alabama,4407.0,01,29464
Jacksons' Gap town,Alabama,804.0,01,38248
Maplesville town,Alabama,747.0,01,46504
Odenville town,Alabama,3713.0,01,56400
Brundidge city,Alabama,2205.0,01,10240
Roanoke city,Alabama,5925.0,01,65040
Rock Mills CDP,Alabama,540.0,01,65592
Wadley town,Alabama,795.0,01,79344
Florence city,Alabama,39824.0,01,26896
Hamilton city,Alabama,6718.0,01,32848
Banks town,Alabama,110.0,01,03940
Wilton town,Alabama,721.0,01,82872
Faunsdale town,Alabama,34.0,01,25816
Ariton town,Alabama,713.0,01,02428
Clayhatchee town,Alabama,472.0,01,15304
Level Plains town,Alabama,2060.0,01,42472
Newbern town,Alabama,167.0,01,53784
Phil Campbell town,Alabama,1352.0,01,59496
Blue Ridge CDP,Alabama,1603.0,01,07588
Millbrook city,Alabama,14994.0,01,48712
Prattville city,Alabama,35286.0,01,62328
Wetumpka city,Alabama,7799.0,01,81720
Town Creek town,Alabama,1070.0,01,76584
Rockford town,Alabama,527.0,01,65472
Douglas town,Alabama,1202.0,01,21328
Daleville city,Alabama,5138.0,01,19360
Napier Field town,Alabama,438.0,01,53256
Fairview town,Alabama,522.0,01,25384
Vredenburgh town,Alabama,205.0,01,79272
Scottsboro city,Alabama,14584.0,01,68736
Eufaula city,Alabama,12467.0,01,24568
Warrior city,Alabama,3213.0,01,79944
Double Springs town,Alabama,1377.0,01,21280
Natural Bridge town,Alabama,12.0,01,53376
Selmont-West Selmont CDP,Alabama,2250.0,01,69180
North Courtland town,Alabama,737.0,01,55044
Margaret town,Alabama,4653.0,01,46696
Killen town,Alabama,1073.0,01,39784
McIntosh town,Alabama,384.0,01,45472
Muscle Shoals city,Alabama,13701.0,01,53016
Forkland town,Alabama,740.0,01,27376
Albertville city,Alabama,21342.0,01,00988
Hartford city,Alabama,2605.0,01,33424
Gilbertown town,Alabama,162.0,01,29704
Lisman town,Alabama,628.0,01,43384
Coker town,Alabama,787.0,01,16312
Jackson city,Alabama,4913.0,01,38152
Dodge City town,Alabama,569.0,01,20955
Good Hope town,Alabama,2578.0,01,30496
Beaverton town,Alabama,256.0,01,04948
Detroit town,Alabama,187.0,01,20392
Coffeeville town,Alabama,405.0,01,16264
Kennedy town,Alabama,458.0,01,39520
Hytop town,Alabama,460.0,01,37264
Pisgah town,Alabama,766.0,01,60720
Blountsville town,Alabama,1750.0,01,07456
Locust Fork town,Alabama,1386.0,01,43888
Smoke Rise CDP,Alabama,2383.0,01,71201
Thomasville city,Alabama,4026.0,01,75960
Memphis town,Alabama,31.0,01,48052
Colony town,Alabama,437.0,01,16684
Hanceville city,Alabama,3297.0,01,32968
Holly Pond town,Alabama,947.0,01,35560
Hollywood town,Alabama,1125.0,01,35632
Emelle town,Alabama,47.0,01,23872
Woodville town,Alabama,832.0,01,83664
Montevallo city,Alabama,6626.0,01,50312
Myrtlewood town,Alabama,132.0,01,53112
Chatom town,Alabama,1077.0,01,14008
Millry town,Alabama,646.0,01,48832
Millport town,Alabama,1087.0,01,48808
Sulligent city,Alabama,1883.0,01,73728
Carrollton town,Alabama,1039.0,01,12304
Boaz city,Alabama,9580.0,01,07912
Summerdale town,Alabama,995.0,01,73872
Anderson town,Alabama,242.0,01,01756
Hackleburg town,Alabama,1281.0,01,32560
Gulf Shores city,Alabama,11358.0,01,32272
Hammondville town,Alabama,549.0,01,32896
Trinity town,Alabama,2068.0,01,76872
Slocomb city,Alabama,1806.0,01,71040
Livingston city,Alabama,3416.0,01,43720
Spanish Fort city,Alabama,8017.0,01,71976
Epes town,Alabama,166.0,01,24256
Geiger town,Alabama,306.0,01,29392
Pinckard town,Alabama,481.0,01,59832
Greensboro city,Alabama,2452.0,01,31720
Union Grove town,Alabama,99.0,01,77784
Riverview town,Alabama,114.0,01,65016
Phenix City city,Alabama,36870.0,01,59472
Cherokee town,Alabama,790.0,01,14152
Cleveland town,Alabama,1223.0,01,15472
Sanford town,Alabama,173.0,01,68016
Southside city,Alabama,8679.0,01,71832
Dora city,Alabama,2212.0,01,21136
McMullen town,Alabama,6.0,01,45640
Selma city,Alabama,19176.0,01,69120
Paint Rock town,Alabama,217.0,01,57696
Hayden town,Alabama,1207.0,01,33640
Thomaston town,Alabama,232.0,01,75936
Beatrice town,Alabama,266.0,01,04900
Cedar Bluff town,Alabama,2003.0,01,12760
Union Springs city,Alabama,3640.0,01,77880
Collinsville town,Alabama,2126.0,01,16600
Sylacauga city,Alabama,12492.0,01,74352
Lester town,Alabama,179.0,01,42352
Grove Hill town,Alabama,1555.0,01,32080
Headland city,Alabama,4648.0,01,33856
Dozier town,Alabama,313.0,01,21448
Hodges town,Alabama,339.0,01,35200
Lynn town,Alabama,526.0,01,44800
Petrey town,Alabama,63.0,01,59328
Centre city,Alabama,3514.0,01,13648
Moulton city,Alabama,3310.0,01,51600
Ridgeville town,Alabama,111.0,01,64656
Cullman city,Alabama,15111.0,01,18976
Ragland town,Alabama,1896.0,01,63216
Enterprise city,Alabama,27776.0,01,24184
Ranburne town,Alabama,571.0,01,63408
Troy city,Alabama,19010.0,01,76920
Crossville town,Alabama,2088.0,01,18856
Grimes town,Alabama,732.0,01,32056
Coosada town,Alabama,1169.0,01,17176
Calera city,Alabama,13216.0,01,11416
Talladega Springs town,Alabama,261.0,01,74616
Pickensville town,Alabama,858.0,01,59592
Dadeville city,Alabama,3144.0,01,19336
Loachapoka town,Alabama,268.0,01,43744
Vernon city,Alabama,1956.0,01,78480
Red Bay city,Alabama,3099.0,01,63576
Union town,Alabama,264.0,01,77616
Pennington town,Alabama,255.0,01,58968
Samson city,Alabama,2046.0,01,67800
Mount Vernon town,Alabama,1225.0,01,52608
Gadsden city,Alabama,35832.0,01,28696
Lincoln city,Alabama,6544.0,01,43120
Talladega city,Alabama,15747.0,01,74592
Lexington town,Alabama,746.0,01,42640
Decatur city,Alabama,54844.0,01,20104
Woodland town,Alabama,218.0,01,83400
Fairhope city,Alabama,19561.0,01,25240
Point Clear CDP,Alabama,2761.0,01,61488
Robertsdale city,Alabama,5853.0,01,65208
Garden City town,Alabama,498.0,01,29032
Georgiana town,Alabama,1787.0,01,29560
Brookwood town,Alabama,2085.0,01,09808
Walnut Grove town,Alabama,974.0,01,79728
Dothan city,Alabama,67784.0,01,21184
Kinsey town,Alabama,2264.0,01,40072
Theodore CDP,Alabama,6536.0,01,75768
Eldridge town,Alabama,151.0,01,23344
Jasper city,Alabama,13854.0,01,38416
Kansas town,Alabama,196.0,01,39280
Fultondale city,Alabama,9012.0,01,28552
Foley city,Alabama,17315.0,01,26992
Underwood-Petersville CDP,Alabama,3867.0,01,77580
Guin city,Alabama,2413.0,01,32224
Daphne city,Alabama,24685.0,01,19648
Silverhill town,Alabama,737.0,01,70536
Leesburg town,Alabama,1156.0,01,42016
Rainsville city,Alabama,5012.0,01,63336
Brookside town,Alabama,1323.0,01,09736
Rainbow City city,Alabama,9560.0,01,63288
Lowndesboro town,Alabama,100.0,01,44536
Alexandria CDP,Alabama,4202.0,01,01180
Forestdale CDP,Alabama,10118.0,01,27088
Gardendale city,Alabama,13799.0,01,29056
Grayson Valley CDP,Alabama,5295.0,01,31348
Graysville city,Alabama,1983.0,01,31384
Hueytown city,Alabama,15698.0,01,36448
Trafford town,Alabama,654.0,01,76680
Reece City town,Alabama,794.0,01,63984
Fort Deposit town,Alabama,1575.0,01,27520
Toxey town,Alabama,174.0,01,76632
Altoona town,Alabama,861.0,01,01660
Benton town,Alabama,45.0,01,05692
Mosses town,Alabama,1078.0,01,51520
Ohatchee town,Alabama,1187.0,01,56472
Saks CDP,Alabama,10535.0,01,67608
New Brockton town,Alabama,1303.0,01,53856
Madrid town,Alabama,370.0,01,45904
Oakman town,Alabama,657.0,01,55992
Sylvan Springs town,Alabama,1598.0,01,74424
Birmingham city,Alabama,212265.0,01,07000
Helena city,Alabama,17928.0,01,34024
Hoover city,Alabama,84150.0,01,35896
Midfield city,Alabama,5174.0,01,48376
Vestavia Hills city,Alabama,34003.0,01,78552
Andalusia city,Alabama,8918.0,01,01708
Horn Hill town,Alabama,265.0,01,36088
Onycha town,Alabama,133.0,01,57024
Anniston city,Alabama,22097.0,01,01852
Red Level town,Alabama,331.0,01,63768
Berry town,Alabama,1443.0,01,05932
Belk town,Alabama,247.0,01,05164
Atmore city,Alabama,9969.0,01,03004
Lineville city,Alabama,2491.0,01,43264
Heflin city,Alabama,3448.0,01,33976
Akron town,Alabama,318.0,01,00676
Moundville town,Alabama,2650.0,01,51648
Guntersville city,Alabama,8333.0,01,32416
Pollard town,Alabama,208.0,01,61536
Goshen town,Alabama,362.0,01,30880
Bay Minette city,Alabama,8990.0,01,04660
Elberta town,Alabama,1612.0,01,23320
Orange Beach city,Alabama,5826.0,01,57144
Valley Grande city,Alabama,3815.0,01,78232
Westover town,Alabama,1408.0,01,81504
Kellyton town,Alabama,215.0,01,39472
Moody city,Alabama,12585.0,01,51096
Smiths Station city,Alabama,5311.0,01,71190
Woodstock town,Alabama,2219.0,01,83640
Center Point city,Alabama,16564.0,01,13264
Indian Springs Village city,Alabama,2578.0,01,37465
Ashford town,Alabama,2209.0,01,02836
Fruithurst town,Alabama,293.0,01,28432
Bakerhill town,Alabama,235.0,01,03724
Creola city,Alabama,1738.0,01,18304
Ashland town,Alabama,2113.0,01,02860
Ashville city,Alabama,2424.0,01,02908
Butler town,Alabama,2240.0,01,11032
Camden city,Alabama,2401.0,01,11512
Chelsea city,Alabama,12199.0,01,14104
Clio city,Alabama,1029.0,01,15640
Coaling town,Alabama,1656.0,01,16000
Eutaw town,Alabama,2761.0,01,24664
Florala town,Alabama,1751.0,01,26848
Reform town,Alabama,1862.0,01,64104
Springville city,Alabama,4183.0,01,72600
Stevenson town,Alabama,1982.0,01,73080
Uniontown town,Alabama,2234.0,01,77904
Pike Road town,Alabama,8417.0,01,59760
Jemison city,Alabama,2618.0,01,38608
Goodwater town,Alabama,1664.0,01,30640
Henagar city,Alabama,1987.0,01,34096
Magnolia Springs town,Alabama,715.0,01,46072
Clay city,Alabama,9685.0,01,15256
Pinson city,Alabama,7563.0,01,60648
Twin town,Alabama,440.0,01,77352
Cusseta town,Alabama,114.0,01,19216
Munford town,Alabama,1204.0,01,52848
Nanafalia CDP,Alabama,56.0,01,53208
Perdido Beach town,Alabama,522.0,01,59088
Ballplay CDP,Alabama,1707.0,01,03820
Hollins CDP,Alabama,905.0,01,35512
Bristow Cove CDP,Alabama,762.0,01,09457
Carlisle-Rockledge CDP,Alabama,2425.0,01,12070
Delta CDP,Alabama,221.0,01,20272
Millerville CDP,Alabama,205.0,01,48784
Putnam CDP,Alabama,71.0,01,62952
Broomtown CDP,Alabama,151.0,01,09880
Spring Garden CDP,Alabama,209.0,01,72408
Brantleyville CDP,Alabama,1015.0,01,09064
Hollis Crossroads CDP,Alabama,592.0,01,35536
Sterrett CDP,Alabama,934.0,01,73056
Shelby CDP,Alabama,1413.0,01,69672
Highland Lakes CDP,Alabama,5394.0,01,34490
Marbury CDP,Alabama,1926.0,01,46600
Pine Level CDP,Alabama,4537.0,01,60264
Belgreen CDP,Alabama,78.0,01,05140
Spruce Pine CDP,Alabama,172.0,01,72672
Brook Highland CDP,Alabama,6748.0,01,09500
Vandiver CDP,Alabama,1021.0,01,78312
Dunnavant CDP,Alabama,899.0,01,21890
Shoal Creek CDP,Alabama,1376.0,01,69978
Mount Olive CDP (Jefferson County),Alabama,3917.0,01,52344
Fayetteville CDP,Alabama,1395.0,01,25864
Ivalee CDP,Alabama,915.0,01,38032
Egypt CDP,Alabama,810.0,01,23224
Gallant CDP,Alabama,604.0,01,28816
Whitesboro CDP,Alabama,2348.0,01,82176
Coats Bend CDP,Alabama,1644.0,01,16080
Lookout Mountain CDP,Alabama,1721.0,01,44160
New Union CDP,Alabama,1100.0,01,54582
Tidmore Bend CDP,Alabama,1303.0,01,76208
Macedonia CDP,Alabama,215.0,01,45316
Reeltown CDP,Alabama,345.0,01,64040
Our Town CDP,Alabama,430.0,01,57384
Hackneyville CDP,Alabama,306.0,01,32584
Boykin CDP,Alabama,136.0,01,08680
Catherine CDP,Alabama,20.0,01,12544
Eunola CDP,Alabama,311.0,01,24616
Axis CDP,Alabama,1336.0,01,03508
Bucks CDP,Alabama,49.0,01,10456
Movico CDP,Alabama,102.0,01,52680
Chunchula CDP,Alabama,158.0,01,14968
Gulfcrest CDP,Alabama,316.0,01,32248
Belle Fontaine CDP,Alabama,581.0,01,05212
Bellamy CDP,Alabama,469.0,01,05188
Panola CDP,Alabama,43.0,01,57912
Hatton CDP,Alabama,119.0,01,33544
White Plains CDP,Alabama,858.0,01,82104
Choccolocco CDP,Alabama,2572.0,01,14728
Nances Creek CDP,Alabama,430.0,01,53232
Emerald Mountain CDP,Alabama,3104.0,01,23880
Redland CDP,Alabama,4030.0,01,63730
Holtville CDP,Alabama,4402.0,01,35752
Malcolm CDP,Alabama,391.0,01,46192
Cullomburg CDP,Alabama,144.0,01,19024
Leroy CDP,Alabama,690.0,01,42304
Fruitdale CDP,Alabama,75.0,01,28408
Hobson CDP,Alabama,194.0,01,35130
Calvert CDP,Alabama,1101.0,01,11488
Deer Park CDP,Alabama,81.0,01,20152
Vinegar Bend CDP,Alabama,368.0,01,79032
Fairford CDP,Alabama,87.0,01,25216
St. Stephens CDP,Alabama,486.0,01,67584
Tibbie CDP,Alabama,34.0,01,76200
Sims Chapel CDP,Alabama,117.0,01,70632
Abanda CDP,Alabama,174.0,01,00100
Fredonia CDP,Alabama,299.0,01,28120
Standing Rock CDP,Alabama,104.0,01,72720
Penton CDP,Alabama,120.0,01,59016
Whatley CDP,Alabama,55.0,01,81744
Carlton CDP,Alabama,36.0,01,12112
Rockville CDP,Alabama,44.0,01,65784
Fitzpatrick CDP,Alabama,45.0,01,26152
Weogufka CDP,Alabama,286.0,01,80736
Stewartville CDP,Alabama,1634.0,01,73152
Ray CDP,Alabama,320.0,01,63495
Mount Olive CDP (Coosa County),Alabama,284.0,01,52320
Perdido CDP,Alabama,745.0,01,59064
Bon Secour CDP,Alabama,1078.0,01,08272
Stapleton CDP,Alabama,1568.0,01,72816
Stockton CDP,Alabama,577.0,01,73272
Lillian CDP,Alabama,1236.0,01,42928
Uriah CDP,Alabama,157.0,01,78120
Hissop CDP,Alabama,517.0,01,34984
Peterman CDP,Alabama,161.0,01,59232
Megargel CDP,Alabama,13.0,01,47848
East Point CDP,Alabama,175.0,01,22504
Graham CDP,Alabama,79.0,01,31000
Semmes city,Alabama,4554.0,01,69240
Kimberly city,Alabama,2960.0,01,39856
Cottondale CDP,Alabama,3746.0,01,17704
Morrison Crossroads CDP,Alabama,287.0,01,51469
Joppa CDP,Alabama,570.0,01,39064
Huslia city,Alaska,397.0,02,34350
McGrath city,Alaska,319.0,02,46010
Harding-Birch Lakes CDP,Alaska,121.0,02,31765
Hughes city,Alaska,77.0,02,33910
Angoon city,Alaska,535.0,02,03440
Teller city,Alaska,184.0,02,75930
Elfin Cove CDP,Alaska,25.0,02,22140
Hobart Bay CDP,Alaska,0.0,02,32550
Shishmaref city,Alaska,522.0,02,69770
Manokotak city,Alaska,789.0,02,46890
Kotlik city,Alaska,726.0,02,41720
St. Mary's city,Alaska,538.0,02,66140
Healy CDP,Alaska,1098.0,02,32150
Kaktovik city,Alaska,181.0,02,36990
Anchor Point CDP,Alaska,2057.0,02,03110
Cooper Landing CDP,Alaska,568.0,02,17190
Diamond Ridge CDP,Alaska,1193.0,02,18925
Fox River CDP,Alaska,540.0,02,26910
Hope CDP,Alaska,11.0,02,33580
Ninilchik CDP,Alaska,741.0,02,54480
Sterling CDP,Alaska,5387.0,02,73070
Goodnews Bay city,Alaska,210.0,02,29290
Napakiak city,Alaska,371.0,02,52390
