adm3_name,adm_1_name,pop,state,place
Edinburg city,North Dakota,177.0,38,22260
Leith city,North Dakota,33.0,38,45860
Abercrombie city,North Dakota,261.0,38,00100
Haynes city,North Dakota,11.0,38,36540
Glen Ullin city,North Dakota,756.0,38,30860
Reeder city,North Dakota,144.0,38,65900
Courtenay city,North Dakota,44.0,38,16380
Verona city,North Dakota,66.0,38,81900
White Earth city,North Dakota,147.0,38,85540
Maxbass city,North Dakota,100.0,38,51420
Watford City city,North Dakota,5441.0,38,83860
Steele city,North Dakota,775.0,38,75780
Balfour city,North Dakota,16.0,38,04460
Napoleon city,North Dakota,768.0,38,55420
Bantry city,North Dakota,14.0,38,04740
Kief city,North Dakota,11.0,38,42660
Selfridge city,North Dakota,216.0,38,71660
Bowbells city,North Dakota,354.0,38,08500
Lignite city,North Dakota,155.0,38,46540
Alsen city,North Dakota,42.0,38,01740
Medina city,North Dakota,286.0,38,51860
Montpelier city,North Dakota,115.0,38,53980
Streeter city,North Dakota,111.0,38,76620
Woodworth city,North Dakota,51.0,38,87580
Edgeley city,North Dakota,530.0,38,22140
Jud city,North Dakota,82.0,38,41180
Kulm city,North Dakota,398.0,38,43580
Drayton city,North Dakota,730.0,38,20340
Sheyenne city,North Dakota,187.0,38,72580
Lehr city,North Dakota,81.0,38,45740
Wishek city,North Dakota,979.0,38,87020
Zeeland city,North Dakota,78.0,38,88180
Mandaree CDP,North Dakota,595.0,38,49980
Bergen city,North Dakota,8.0,38,06180
Granville city,North Dakota,218.0,38,32660
Tolley city,North Dakota,34.0,38,79140
Lidgerwood city,North Dakota,636.0,38,46460
Ashley city,North Dakota,674.0,38,03540
Arnegard city,North Dakota,65.0,38,03220
Pillsbury city,North Dakota,13.0,38,62540
Four Bears Village CDP,North Dakota,580.0,38,27950
Davenport city,North Dakota,274.0,38,18180
Pekin city,North Dakota,90.0,38,61460
Beulah city,North Dakota,3312.0,38,06660
Minot AFB CDP,North Dakota,5789.0,38,53420
Fort Ransom city,North Dakota,104.0,38,27580
Jamestown city,North Dakota,15367.0,38,40580
Dodge city,North Dakota,117.0,38,19820
Lansford city,North Dakota,294.0,38,44900
Gackle city,North Dakota,310.0,38,28860
New Rockford city,North Dakota,1405.0,38,56620
Solen city,North Dakota,74.0,38,73820
Wimbledon city,North Dakota,249.0,38,86620
Fortuna city,North Dakota,148.0,38,27820
Bowman city,North Dakota,1611.0,38,08700
Noonan city,North Dakota,336.0,38,57220
Cavalier city,North Dakota,1203.0,38,12940
Mohall city,North Dakota,749.0,38,53780
Oriska city,North Dakota,101.0,38,59660
Robinson city,North Dakota,34.0,38,67180
Hettinger city,North Dakota,1124.0,38,37700
New Town city,North Dakota,2459.0,38,56740
Hoople city,North Dakota,295.0,38,38780
Prairie Rose city,North Dakota,91.0,38,64320
Sharon city,North Dakota,57.0,38,71940
Bismarck city,North Dakota,70536.0,38,07200
McVille city,North Dakota,302.0,38,49580
Conway city,North Dakota,15.0,38,15820
Clifford city,North Dakota,18.0,38,14740
Casselton city,North Dakota,2773.0,38,12700
Riverdale city,North Dakota,220.0,38,66980
Hampden city,North Dakota,31.0,38,34860
Sawyer city,North Dakota,309.0,38,70980
Cando city,North Dakota,1085.0,38,11860
Menoken CDP,North Dakota,80.0,38,52180
Foxholm CDP,North Dakota,39.0,38,27980
Ruthville CDP,North Dakota,377.0,38,69300
Logan CDP,North Dakota,128.0,38,47540
Driscoll CDP,North Dakota,70.0,38,20500
Blanchard CDP,North Dakota,32.0,38,07620
Caledonia CDP,North Dakota,36.0,38,11500
Manning CDP,North Dakota,65.0,38,50220
Jessie CDP,North Dakota,11.0,38,40740
Sutton CDP,North Dakota,6.0,38,77260
Larson CDP,North Dakota,10.0,38,45220
Green Acres CDP,North Dakota,702.0,38,33050
Englevale CDP,North Dakota,144.0,38,24380
Heil CDP,North Dakota,20.0,38,36980
Raleigh CDP,North Dakota,10.0,38,65100
Heimdal CDP,North Dakota,4.0,38,37020
McLeod CDP,North Dakota,5.0,38,49540
Auburn CDP,North Dakota,15.0,38,03740
Nash CDP,North Dakota,38.0,38,55500
Brooktree Park CDP,North Dakota,85.0,38,09830
Embden CDP,North Dakota,37.0,38,24020
Ypsilanti CDP,North Dakota,92.0,38,88020
Harmon CDP,North Dakota,203.0,38,35500
Porcupine CDP,North Dakota,255.0,38,63700
Spiritwood CDP,North Dakota,7.0,38,74660
De Lamere CDP,North Dakota,32.0,38,18820
East Fairview CDP,North Dakota,44.0,38,21580
Barton CDP,North Dakota,0.0,38,05220
Selz CDP,North Dakota,26.0,38,71700
Orrin CDP,North Dakota,0.0,38,59820
Dahlen CDP,North Dakota,45.0,38,17620
Denhoff CDP,North Dakota,26.0,38,19060
Conesville village,Ohio,398.0,39,18266
Nellie village,Ohio,76.0,39,53816
Bellefontaine city,Ohio,13418.0,39,05130
Rushsylvania village,Ohio,556.0,39,69176
Wakeman village,Ohio,1298.0,39,80458
Port William village,Ohio,246.0,39,64360
Marysville city,Ohio,22924.0,39,48160
New Vienna village,Ohio,1291.0,39,55748
Malvern village,Ohio,1197.0,39,46998
Holgate village,Ohio,1078.0,39,35854
Malinta village,Ohio,292.0,39,46942
Jamestown village,Ohio,2115.0,39,38374
Mount Healthy city,Ohio,6072.0,39,52752
North College Hill city,Ohio,9322.0,39,56322
Northgate CDP,Ohio,7420.0,39,56553
Northfield village,Ohio,3658.0,39,56448
Cardington village,Ohio,1864.0,39,12084
Cuyahoga Falls city,Ohio,49329.0,39,19778
Tallmadge city,Ohio,17506.0,39,76106
Pioneer village,Ohio,1576.0,39,62834
Convoy village,Ohio,1182.0,39,18546
Canfield city,Ohio,7334.0,39,11360
Lowellville village,Ohio,1151.0,39,45178
New Middletown village,Ohio,1487.0,39,55118
Sebring village,Ohio,4294.0,39,71220
Camden village,Ohio,2026.0,39,11024
Eaton city,Ohio,8219.0,39,24234
Verona village,Ohio,424.0,39,79898
Minerva village,Ohio,3486.0,39,50834
Salem city,Ohio,11939.0,39,69834
Washingtonville village,Ohio,872.0,39,81732
Plain City village,Ohio,4484.0,39,63030
Loveland city,Ohio,12884.0,39,45108
Mulberry CDP,Ohio,3761.0,39,53270
Doylestown village,Ohio,3081.0,39,22568
Marshallville village,Ohio,699.0,39,48048
Mount Eaton village,Ohio,134.0,39,52682
Smithville village,Ohio,1330.0,39,72788
Broughton village,Ohio,106.0,39,09386
Ridgeway village,Ohio,328.0,39,67118
Spring Valley village,Ohio,517.0,39,74216
Steubenville city,Ohio,18194.0,39,74608
Belle Center village,Ohio,785.0,39,05116
Valley Hi village,Ohio,223.0,39,79226
Cecil village,Ohio,161.0,39,12700
Latty village,Ohio,151.0,39,41986
New London village,Ohio,2547.0,39,54908
Terrace Park village,Ohio,2341.0,39,76428
Wyoming city,Ohio,8476.0,39,86730
Russells Point village,Ohio,1149.0,39,69302
West Mansfield village,Ohio,680.0,39,83818
Baltic village,Ohio,806.0,39,03744
Conneaut city,Ohio,12708.0,39,18350
Jefferson village,Ohio,3530.0,39,38500
Orwell village,Ohio,1616.0,39,58856
Arcanum village,Ohio,2104.0,39,02330
Gettysburg village,Ohio,622.0,39,29974
Union City village,Ohio,1741.0,39,78624
Forest Park city,Ohio,18675.0,39,27706
Grandview CDP,Ohio,1535.0,39,31262
Pleasant Run CDP,Ohio,4299.0,39,63604
Springdale city,Ohio,11203.0,39,74104
White Oak CDP,Ohio,18875.0,39,84812
Perrysville village,Ohio,756.0,39,62190
Manchester village,Ohio,2084.0,39,47012
Marion city,Ohio,36399.0,39,47754
Ironton city,Ohio,11030.0,39,37464
Proctorville village,Ohio,553.0,39,64766
Seaman village,Ohio,909.0,39,71206
Linndale village,Ohio,132.0,39,43918
North Olmsted city,Ohio,32007.0,39,56882
Solon city,Ohio,23068.0,39,72928
Hamersville village,Ohio,781.0,39,32984
Ripley village,Ohio,1933.0,39,67272
Sharonville city,Ohio,13974.0,39,71892
Clay Center village,Ohio,318.0,39,15588
Genoa village,Ohio,2236.0,39,29722
Port Clinton city,Ohio,5937.0,39,64150
Harbor Hills CDP,Ohio,1659.0,39,33362
Heath city,Ohio,10542.0,39,34748
Johnstown village,Ohio,5157.0,39,39340
Tremont City village,Ohio,382.0,39,77308
Wilmot village,Ohio,325.0,39,85806
New Carlisle city,Ohio,5626.0,39,54334
Park Layne CDP,Ohio,4306.0,39,59920
Commercial Point village,Ohio,1813.0,39,18070
New Holland village,Ohio,808.0,39,54726
Tarlton village,Ohio,210.0,39,76148
Lakewood city,Ohio,50778.0,39,41664
Lyndhurst city,Ohio,13678.0,39,45556
Newburgh Heights village,Ohio,1872.0,39,54250
Tedrow CDP,Ohio,178.0,39,76358
McCutchenville CDP,Ohio,341.0,39,45892
Pheasant Run CDP,Ohio,1289.0,39,62404
Kanauga CDP,Ohio,138.0,39,39564
Blue Jay CDP,Ohio,1079.0,39,07377
Brecon CDP,Ohio,490.0,39,08378
Darrtown CDP,Ohio,463.0,39,20268
Williamsdale CDP,Ohio,1102.0,39,85344
Radnor CDP,Ohio,156.0,39,65298
Kilbourne CDP,Ohio,56.0,39,40124
Stockdale CDP,Ohio,18.0,39,74734
Four Bridges CDP,Ohio,3450.0,39,28058
Rosewood CDP,Ohio,175.0,39,68574
Cynthiana CDP,Ohio,0.0,39,19848
Sandyville CDP,Ohio,333.0,39,70464
Dundee CDP,Ohio,306.0,39,22848
Melmore CDP,Ohio,151.0,39,48972
Fort Seneca CDP,Ohio,215.0,39,27930
Old Fort CDP,Ohio,221.0,39,58156
Kansas CDP,Ohio,35.0,39,39578
Bascom CDP,Ohio,376.0,39,04094
Flat Rock CDP,Ohio,105.0,39,27356
Pottery Addition CDP,Ohio,197.0,39,64472
Andersonville CDP,Ohio,847.0,39,02022
Richmond Dale CDP,Ohio,412.0,39,66880
Bourneville CDP,Ohio,122.0,39,07888
St. Johns CDP,Ohio,173.0,39,69596
St. Bernard village,Ohio,4366.0,39,69470
Silverton village,Ohio,4757.0,39,72522
Waverly village,Ohio,4328.0,39,81935
Canal Winchester city,Ohio,7986.0,39,11332
New Albany city,Ohio,10253.0,39,53970
Groveport city,Ohio,5563.0,39,32606
Greenfield village,Ohio,4683.0,39,32088
St. Martin CDP,Ohio,311.0,39,69666
East Palestine village,Ohio,4565.0,39,23940
Waterville city,Ohio,5476.0,39,81858
Germantown city,Ohio,5500.0,39,29932
Fort Shawnee CDP,Ohio,5875.0,39,27944
New Haven CDP (Hamilton County),Ohio,517.0,39,54684
New Bloomington village,Ohio,459.0,39,54152
Cherry Fork village,Ohio,268.0,39,13834
Ashland city,Ohio,20348.0,39,02568
Bedford city,Ohio,12766.0,39,04878
Brecksville city,Ohio,13522.0,39,08364
East Cleveland city,Ohio,17375.0,39,23380
Mayfield Heights city,Ohio,18841.0,39,48482
Olmsted Falls city,Ohio,8907.0,39,58422
Parma Heights city,Ohio,20245.0,39,61028
Buckland village,Ohio,261.0,39,09974
Dublin city,Ohio,44442.0,39,22694
Middle Point village,Ohio,495.0,39,49728
Thornville village,Ohio,1167.0,39,76680
Austintown CDP,Ohio,28438.0,39,03184
Craig Beach village,Ohio,1220.0,39,19106
Willshire village,Ohio,437.0,39,85736
Wren village,Ohio,136.0,39,86632
Glenmoor CDP,Ohio,2041.0,39,30520
New Richmond village,Ohio,2647.0,39,55384
Yankee Lake village,Ohio,87.0,39,86856
Batavia village,Ohio,1818.0,39,04150
Milford city,Ohio,6829.0,39,50176
Clifton village,Ohio,127.0,39,16056
Crystal Lakes CDP,Ohio,1413.0,39,19596
South Vienna village,Ohio,490.0,39,73796
Edison village,Ohio,469.0,39,24598
Springfield city,Ohio,59436.0,39,74118
Darbyville village,Ohio,205.0,39,20212
Williamsport village,Ohio,1134.0,39,85414
Fulton village,Ohio,230.0,39,29050
Clinton village,Ohio,1287.0,39,16182
Green city,Ohio,25741.0,39,31860
Chesterland CDP,Ohio,2037.0,39,14100
Martinsburg village,Ohio,277.0,39,48090
Alger village,Ohio,923.0,39,01210
Fredericktown village,Ohio,3053.0,39,28658
Gambier village,Ohio,2493.0,39,29246
Patterson village,Ohio,156.0,39,61182
Danville village,Ohio,1208.0,39,20114
Laura village,Ohio,466.0,39,42028
Potsdam village,Ohio,338.0,39,64430
Gratiot village,Ohio,307.0,39,31458
Brookfield Center CDP,Ohio,1459.0,39,09200
Thurston village,Ohio,578.0,39,76764
Cambridge city,Ohio,10491.0,39,10996
Cumberland village,Ohio,351.0,39,19694
Lisbon village,Ohio,2709.0,39,44030
Summitville village,Ohio,122.0,39,75574
Centerville village,Ohio,64.0,39,13169
Clarksburg village,Ohio,449.0,39,15336
Parma city,Ohio,79871.0,39,61000
Jeromesville village,Ohio,654.0,39,39060
Polk village,Ohio,309.0,39,63996
Berea city,Ohio,18934.0,39,05690
Brook Park city,Ohio,18807.0,39,09288
Fairview Park city,Ohio,16432.0,39,26446
Garfield Heights city,Ohio,28122.0,39,29428
Pepper Pike city,Ohio,6213.0,39,61686
Shaker Heights city,Ohio,27749.0,39,71682
Chesapeake village,Ohio,776.0,39,13904
Hanging Rock village,Ohio,225.0,39,33194
Dalton village,Ohio,1660.0,39,19974
Sunbury village,Ohio,5045.0,39,75602
Continental village,Ohio,1026.0,39,18504
Sheffield Lake city,Ohio,9022.0,39,72088
Frazeysburg village,Ohio,1710.0,39,28574
New Concord village,Ohio,2561.0,39,54446
Bethel village,Ohio,2760.0,39,06068
Moscow village,Ohio,84.0,39,52416
Newtonsville village,Ohio,393.0,39,55664
Chesterville village,Ohio,153.0,39,14114
Barberton city,Ohio,26230.0,39,03828
Hanover village,Ohio,1186.0,39,33292
Malta village,Ohio,697.0,39,46970
Louisville city,Ohio,9332.0,39,45094
Waynesburg village,Ohio,843.0,39,82376
Seville village,Ohio,2538.0,39,71486
Bellville village,Ohio,2090.0,39,05284
Butler village,Ohio,987.0,39,10632
Lexington village,Ohio,5350.0,39,42994
Dayton city,Ohio,140939.0,39,21000
Aberdeen village,Ohio,1543.0,39,00142
College Corner village,Ohio,317.0,39,16700
Somerville village,Ohio,267.0,39,72998
Wellston city,Ohio,5560.0,39,82712
Granville South CDP,Ohio,1348.0,39,31434
Hills and Dales village,Ohio,271.0,39,35532
Uniontown CDP,Ohio,3319.0,39,78736
Baltimore village,Ohio,2963.0,39,03758
Columbus city,Ohio,852144.0,39,18000
Fairfield Beach CDP,Ohio,950.0,39,26110
Fort Loramie village,Ohio,1459.0,39,27832
Granville village,Ohio,5721.0,39,31402
Hartford village,Ohio,387.0,39,34202
Ashtabula city,Ohio,18385.0,39,02638
Jacksonville village,Ohio,382.0,39,38304
The Plains CDP,Ohio,2983.0,39,76568
Sherwood village,Ohio,804.0,39,72256
Fairview village,Ohio,96.0,39,26348
Holloway village,Ohio,306.0,39,35924
Martins Ferry city,Ohio,6747.0,39,48104
Shadyside village,Ohio,3674.0,39,71640
Berlin Heights village,Ohio,568.0,39,05900
Castalia village,Ohio,892.0,39,12476
Kelleys Island village,Ohio,199.0,39,39662
Amesville village,Ohio,133.0,39,01784
Andover village,Ohio,1054.0,39,02050
North Kingsville village,Ohio,2847.0,39,56700
Ithaca village,Ohio,86.0,39,37604
Bremen village,Ohio,1589.0,39,08392
Lancaster city,Ohio,39732.0,39,41720
Stoutsville village,Ohio,554.0,39,74916
Lithopolis village,Ohio,1545.0,39,44086
Rushville village,Ohio,412.0,39,69204
Versailles village,Ohio,2699.0,39,79912
Geneva city,Ohio,6030.0,39,29610
Castine village,Ohio,218.0,39,12504
New Weston village,Ohio,80.0,39,55818
Morristown village,Ohio,251.0,39,52346
St. Clairsville city,Ohio,5092.0,39,69526
Wilson village,Ohio,136.0,39,85834
Athens city,Ohio,24486.0,39,02736
Buchtel village,Ohio,615.0,39,09834
Van Buren village,Ohio,453.0,39,79394
Holland village,Ohio,1620.0,39,35882
Maumee city,Ohio,13917.0,39,48342
Batesville village,Ohio,103.0,39,04192
Dover city,Ohio,12826.0,39,22456
Newcomerstown village,Ohio,3890.0,39,54432
Stone Creek village,Ohio,165.0,39,74804
Zoar village,Ohio,166.0,39,88168
Gordon village,Ohio,183.0,39,30912
Walbridge village,Ohio,3093.0,39,80486
Wayne village,Ohio,1069.0,39,82334
Rock Creek village,Ohio,383.0,39,67846
Greenville city,Ohio,12892.0,39,32340
Bethesda village,Ohio,1293.0,39,06138
Milan village,Ohio,1296.0,39,50134
Hicksville village,Ohio,3088.0,39,35098
Ada village,Ohio,5902.0,39,00198
Centerburg village,Ohio,1767.0,39,13036
Parral village,Ohio,218.0,39,61056
Ottawa Hills village,Ohio,4469.0,39,59010
Caldwell village,Ohio,2092.0,39,10940
Gnadenhutten village,Ohio,1596.0,39,30702
Portage village,Ohio,509.0,39,64108
Rossford city,Ohio,6495.0,39,68686
Tontogany village,Ohio,474.0,39,77070
Arlington village,Ohio,1372.0,39,02400
Toledo city,Ohio,279455.0,39,77000
Clarington village,Ohio,412.0,39,15210
Hiram village,Ohio,1294.0,39,35658
Streetsboro city,Ohio,16305.0,39,75014
Grand River village,Ohio,371.0,39,31234
Attica village,Ohio,946.0,39,02820
Bettsville village,Ohio,639.0,39,06194
New Riegel village,Ohio,259.0,39,55398
Christiansburg village,Ohio,515.0,39,14296
Hunter CDP,Ohio,2384.0,39,36806
Eaton Estates CDP,Ohio,1105.0,39,24262
Kipton village,Ohio,230.0,39,40544
Sheffield village,Ohio,4067.0,39,72060
Mingo Junction village,Ohio,3157.0,39,50904
Fredericksburg village,Ohio,427.0,39,28616
Shreve village,Ohio,1509.0,39,72396
Midland village,Ohio,302.0,39,49896
Macedonia city,Ohio,11715.0,39,45976
Mansfield city,Ohio,46720.0,39,47138
Shelby city,Ohio,8878.0,39,72102
Devola CDP,Ohio,2589.0,39,21868
Eastlake city,Ohio,18284.0,39,23618
East Liverpool city,Ohio,10817.0,39,23730
McComb village,Ohio,1756.0,39,45808
Flushing village,Ohio,790.0,39,27552
Albany village,Ohio,996.0,39,01042
Elida village,Ohio,1910.0,39,24808
Fletcher village,Ohio,543.0,39,27412
Franklin Furnace CDP,Ohio,1525.0,39,28532
Ludlow Falls village,Ohio,260.0,39,45374
Troy city,Ohio,25694.0,39,77588
West Milton village,Ohio,4693.0,39,83902
Sciotodale CDP,Ohio,1106.0,39,70912
Clyde city,Ohio,6252.0,39,16308
Gibsonburg village,Ohio,2693.0,39,30072
Bowling Green city,Ohio,31529.0,39,07972
Bradner village,Ohio,929.0,39,08112
Custar village,Ohio,154.0,39,19750
Hoytville village,Ohio,392.0,39,36568
Luckey village,Ohio,949.0,39,45332
Pemberville village,Ohio,1570.0,39,61504
Sycamore village,Ohio,1076.0,39,75980
Tipp City city,Ohio,9857.0,39,76876
Portsmouth city,Ohio,20343.0,39,64304
Rarden village,Ohio,188.0,39,65508
Montezuma village,Ohio,147.0,39,51674
Ballville CDP,Ohio,2771.0,39,03716
Haskins village,Ohio,1334.0,39,34412
Montpelier village,Ohio,3989.0,39,51772
Chesterhill village,Ohio,473.0,39,14086
Stockport village,Ohio,796.0,39,74748
Blakeslee village,Ohio,56.0,39,06810
Caledonia village,Ohio,582.0,39,10954
Enon village,Ohio,2575.0,39,25452
Belmore village,Ohio,90.0,39,05396
Pandora village,Ohio,1141.0,39,59738
Morrow village,Ohio,1583.0,39,52374
Burton village,Ohio,1198.0,39,10436
North Fairfield village,Ohio,515.0,39,56420
Fort Recovery village,Ohio,1443.0,39,27902
Lindsey village,Ohio,498.0,39,43904
Weston village,Ohio,1688.0,39,83972
Mount Blanchard village,Ohio,453.0,39,52598
Marseilles village,Ohio,107.0,39,47992
Defiance city,Ohio,16848.0,39,21308
Gann village,Ohio,139.0,39,29288
South Webster village,Ohio,677.0,39,73824
Upper Sandusky city,Ohio,6828.0,39,79044
Jerry City village,Ohio,560.0,39,39074
Bluffton village,Ohio,4383.0,39,07426
Harrod village,Ohio,399.0,39,34118
Barnesville village,Ohio,3806.0,39,03926
Huron city,Ohio,6988.0,39,37016
Sandusky city,Ohio,25139.0,39,70380
Chauncey village,Ohio,1147.0,39,13778
Spencerville village,Ohio,2240.0,39,74034
Rawson village,Ohio,524.0,39,65634
Belle Valley village,Ohio,302.0,39,05158
Sarahsville village,Ohio,169.0,39,70520
