"","adm0_name","adm1_id","adm1_name","adm1_pop_weight","adm2_name","adm3_name","date","policy","travel_ban_country_list","no_gathering_size","Optional","Notes","source","access_date"
"283","USA","IA","Iowa",0.0223729670376565,NA,"Ames",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"284","USA","IA","Iowa",0.00175783846596999,NA,"Anamosa",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"285","USA","IA","Iowa",0.000135243594393956,NA,"Andrew",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"286","USA","IA","Iowa",0.0204887480283815,NA,"Ankeny",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"287","USA","IA","Iowa",0.000638796200705433,NA,"Parkersburg",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"288","USA","IA","Iowa",9.61805173724008e-05,NA,"Westside",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"289","USA","IA","Iowa",0.00199746910652239,NA,"Atlantic",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"290","USA","IA","Iowa",0.000635841850342458,NA,"Audubon",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"291","USA","IA","Iowa",0.00153199479377814,NA,"Huxley",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"292","USA","IA","Iowa",0.000370606839977613,NA,"Baxter",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"293","USA","IA","Iowa",0.00035616334931418,NA,"Conrad",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"294","USA","IA","Iowa",0.000458909089715414,NA,"Bedford",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"295","USA","IA","Iowa",0.000801285470669046,NA,"Belle Plaine",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"296","USA","IA","Iowa",0.000828531146238702,NA,"Bellevue",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"297","USA","IA","Iowa",0.000760581087890282,NA,"Belmond",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"298","USA","IA","Iowa",0.000127693587910798,NA,"Bennett",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"299","USA","IA","Iowa",0.000216652359951483,NA,"Van Horne",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"300","USA","IA","Iowa",0.0117560166165795,NA,"Bettendorf",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"301","USA","IA","Iowa",0.00202799739360646,NA,"Bondurant",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"302","USA","IA","Iowa",0.00414922095422234,NA,"Boone",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"303","USA","IA","Iowa",0.000757954998678749,NA,"Hull",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"304","USA","IA","Iowa",0.000318741578049833,NA,"Dunlap",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"305","USA","IA","Iowa",0.000456611261655323,NA,"Brooklyn",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"306","USA","IA","Iowa",0.00946376899606251,NA,"Burlington",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"307","USA","IA","Iowa",0.000157893613843429,NA,"Latimer",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"308","USA","IA","Iowa",0.000239958901703839,NA,"Wheatland",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"309","USA","IA","Iowa",0.000303969826234959,NA,"Anita",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"310","USA","IA","Iowa",0.00141316425695626,NA,"Camanche",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"311","USA","IA","Iowa",0.000300358953569101,NA,"Eldon",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"312","USA","IA","Iowa",0.00142432513610528,NA,"Carlisle",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"313","USA","IA","Iowa",0.00320317231576753,NA,"Carroll",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"314","USA","IA","Iowa",0.013645816065429,NA,"Cedar Falls",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"315","USA","IA","Iowa",0.0611090959523759,NA,"Cedar Rapids",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"316","USA","IA","Iowa",0.000837394197327626,NA,"Center Point",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"317","USA","IA","Iowa",0.0017397841026407,NA,"Centerville",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"318","USA","IA","Iowa",0.0004201742738453,NA,"Central City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"319","USA","IA","Iowa",0.000604985302106944,NA,"Leon",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"320","USA","IA","Iowa",0.000282961112542694,NA,"Donnellson",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"321","USA","IA","Iowa",0.000836737675024743,NA,"Rock Rapids",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"322","USA","IA","Iowa",0.00042608297457125,NA,"Manly",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"323","USA","IA","Iowa",0.00121916191645425,NA,"Chariton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"324","USA","IA","Iowa",0.00243733904945418,NA,"Charles City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"325","USA","IA","Iowa",0.000159863180752079,NA,"Charter Oak",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"326","USA","IA","Iowa",0.00142892079222546,NA,"Cherokee",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"327","USA","IA","Iowa",0.00170170580907347,NA,"Clarinda",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"328","USA","IA","Iowa",0.000841661592296367,NA,"Clarion",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"329","USA","IA","Iowa",0.00162916009460486,NA,"Osceola",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"330","USA","IA","Iowa",0.000450374299777931,NA,"Clarksville",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"331","USA","IA","Iowa",0.000136228377848281,NA,"Royal",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"332","USA","IA","Iowa",0.000265235010364846,NA,"Oxford",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"333","USA","IA","Iowa",0.00253516087258379,NA,"Clear Lake",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"334","USA","IA","Iowa",0.0100585782024748,NA,"Clinton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"335","USA","IA","Iowa",0.000677531016575547,NA,"Colfax",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"336","USA","IA","Iowa",0.000302985042780635,NA,"Maxwell",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"337","USA","IA","Iowa",0.000277052411816745,NA,"Colo",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"338","USA","IA","Iowa",0.00061023748053001,NA,"Columbus Junction",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"339","USA","IA","Iowa",0.000414922095422234,NA,"Coon Rapids",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"340","USA","IA","Iowa",0.00048418519837642,NA,"Corning",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"341","USA","IA","Iowa",0.0204559219132373,NA,"Council Bluffs",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"342","USA","IA","Iowa",0.00250200649628819,NA,"Creston",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"343","USA","IA","Iowa",0.000557387435147906,NA,"Dallas Center",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"344","USA","IA","Iowa",0.000302328520477751,NA,"Danville",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"345","USA","IA","Iowa",0.0943465223192963,NA,"Davenport",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"346","USA","IA","Iowa",0.000878426841257831,NA,"Bloomfield",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"347","USA","IA","Iowa",0.00268648926339839,NA,"Decorah",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
